,Unnamed: 0,source_id,designation,gaia_ref_epoch,ra_gaia,ra_error,dec_gaia,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_primary_flag,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,phot_variable_flag,l,b,ecl_lon,ecl_lat,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,r_est,r_lo,r_hi,r_length_prior,r_result_flag,r_modality_flag,kepid,tm_designation,ra_kepler,dec_kepler,kepmag,teff,teff_err1,teff_err2,teff_prov,logg,logg_err1,logg_err2,logg_prov,feh,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,prov_sec,nconfp,nkoi,ntce,jmag,hmag,kmag,planet?,kepler_gaia_ang_dist,id,KIC,RAJ2000,DEJ2000,gmag,rmag,Per,e_Per,o_Per,Mm,Simbad,ra_kepler.1,dec_kepler.1,period,bprp,age_gyr
10,10,2128072564788836096,Gaia DR2 2128072564788836096,2015.5,293.67012056104596,0.02301087154480462,46.295609586302405,0.026724211310505376,0.8255483757332612,0.02691234220408527,30.675457,-3.370771982099817,0.05565740426932098,-8.773351151662617,0.051735579015287615,-0.11355439999999999,-0.08868712,-0.15528427,0.047927685,0.38305029999999995,0.041755334,-0.41925672,-0.0068798657,-0.09998502,-0.12420475,269.96652,0.09660433307296362,1.291034356895211,False,False,18023.67064826761,7.016711638434953,15.048758,9502.66091470317,18.05381957465937,15.406775,12342.581495112778,22.390457239430408,14.533404999999998,0.8733702,0.35801792,0.51535225,0.0,,NOT_AVAILABLE,78.91925962997485,12.374419261378408,313.4291834111088,66.20265294105855,5635.0,5487.5474,5873.0,0.2015,0.135,0.292,0.1005,0.0494,0.14400000000000002,1.0776503000000002,0.9920777,1.1363421999999999,1.054936,0.9691673000000001,1.1407048999999998,1171.28325890743,1135.2131606353,1209.67508644136,1088.6425303744302,1,1,9592579,2MASS J19344082+4617444,293.6701,46.29567,15.106,6108,171,-214,PHO1,4.466,0.054000000000000006,-0.21600000000000003,KIC0,0.07,0.25,-0.3,KIC0,1.03,0.341,-0.114,1.1320000000000001,0.135,-0.166,DSEP,0,1,3,13.977,13.655,13.65,cand,0.22342159635153466,1942.0,9592579,19 34 40.82,+46 17 44.4,15.58,15.05,10.32,0.35,4,CSM,Simbad,293.6700833333333,46.29566666666666,10.32,0.8733700000000013,1.1
11,11,2128162415503633920,Gaia DR2 2128162415503633920,2015.5,293.8052333211795,0.02713632007239461,46.2556430127094,0.03441036892923136,0.8664861018543055,0.03165149813043658,27.375832,-3.396641849413629,0.06286549529178911,-8.81534439849035,0.0709080271424033,-0.20821309999999998,-0.13759357,-0.18398270000000003,0.10591615,0.2555872,0.09439816,-0.47250876,-0.051818777,-0.028191395,-0.20839223,182.00616000000002,0.0,0.0,False,False,9595.238712511673,5.427745589195854,15.733226,4195.669011991688,16.957038057836332,16.294386,7807.317792106148,17.13731816409382,15.030664999999999,1.2637205,0.5611600999999999,0.7025604,0.0,,NOT_AVAILABLE,78.9253766098772,12.273013953614935,313.6021803879232,66.12895196518522,4850.36,4648.24,5113.0,,,,,,,1.0762403,0.96851325,1.1718715,0.57757586,0.52703094,0.6281208,1118.09111355554,1079.57568684755,1159.40092271181,1102.81613533512,1,1,9592939,2MASS J19351325+4615204,293.80523999999997,46.255669,15.712,4987,149,-149,PHO1,4.611000000000001,0.066,-0.039,KIC0,-0.62,0.35,-0.3,KIC0,0.654,0.057999999999999996,-0.064,0.637,0.07400000000000001,-0.037000000000000005,DSEP,0,0,0,14.163,13.729000000000001,13.587,none,0.09501990731154764,2003.0,9592939,19 35 13.25,+46 15 20.4,16.48,15.7,11.17,0.12,4,CM ,Simbad,293.80520833333327,46.25566666666667,11.17,1.2637210000000003,1.1
12,12,2128119087873695232,Gaia DR2 2128119087873695232,2015.5,294.16025215195697,0.02043275007805077,46.25699045844758,0.02438576917602097,0.919163771121818,0.02552373473223005,36.01212,-3.4063330065419333,0.046504543526239416,-8.544726140790852,0.04631194578805209,-0.021390400000000004,-0.011250611,-0.10815534,-0.040584575,0.38178920000000005,-0.10317928,-0.16046615,-0.15719177,-0.12641735,-0.045119278,204.6879,0.0,0.0,False,False,15665.325351459529,7.8545711594362775,15.201017000000002,8010.6415412931565,17.719505717910835,15.592220000000001,11105.545992366355,13.865788605077373,14.64807,0.94415,0.39120293,0.55294704,0.0,,NOT_AVAILABLE,79.03945960013081,12.054333668113092,314.15871828972683,66.03230123945814,5470.47,5347.3335,6065.67,0.1037,0.034,0.2161,0.046,0.0089,0.1042,0.9648093000000001,0.7847535,1.0097556,0.75106287,0.6983045999999999,0.80382115,1055.48910595714,1027.58367498789,1084.9230352484199,1134.8717216503599,1,1,9593885,2MASS J19363846+4615254,294.16028,46.257061,15.222000000000001,5811,158,-175,PHO1,4.571000000000001,0.033,-0.17600000000000002,KIC0,-0.36,0.3,-0.3,KIC0,0.8109999999999999,0.21100000000000002,-0.07,0.898,0.099,-0.099,DSEP,0,0,0,14.020999999999999,13.664000000000001,13.604000000000001,none,0.2632399820465789,2136.0,9593885,19 36 38.47,+46 15 25.4,15.74,15.18,10.49,0.42,5,CSM,Simbad,294.16029166666664,46.257055555555546,10.49,0.9441500000000005,1.1
13,13,2128118916075039360,Gaia DR2 2128118916075039360,2015.5,294.2330044275562,0.03420069032040682,46.278245803365934,0.04014742420159055,0.8348935217618579,0.04272922287415444,19.539170000000002,-3.5140375692127974,0.0798057805176287,-8.576403177458168,0.08121019660003166,0.00790725,0.024854241000000003,-0.09597536,0.0064755306,0.3015074,-0.06886392,-0.17453244,-0.26483068,-0.13944763,0.010667113999999998,189.31701999999999,0.0,0.0,False,False,6600.0819264778675,4.163947242612695,16.139492,3127.9098407859224,25.030741557452693,16.613253,5048.581279527353,15.620011342791901,15.503997,1.1092558000000001,0.4737606,0.6354951999999999,0.0,,NOT_AVAILABLE,79.08207181191437,12.019058476934731,314.29311457771684,66.031584827917,5002.6797,4880.0,5276.75,0.266,0.133,0.36200000000000004,0.13,0.0697,0.1837,0.8551601999999999,0.76863444,0.8986969000000001,0.41266769999999997,0.36507195,0.46026343,1160.34539942753,1104.23614496544,1222.3407485131802,1140.22960903688,1,1,9594099,2MASS J19365592+4616418,294.23303,46.278278,16.146,5355,185,-185,KIC0,4.59,0.037000000000000005,-0.12,KIC0,-0.14,0.3,-0.3,KIC0,0.775,0.14300000000000002,-0.061,0.86,0.077,-0.096,DSEP,0,0,0,14.664000000000001,14.269,14.193,none,0.13222410804903156,2189.0,9594099,19 36 55.92,+46 16 41.8,16.84,16.11,9.98,0.66,4,CSM,Simbad,294.233,46.278277777777774,9.98,1.1092560000000002,1.1
14,14,2128118572477647360,Gaia DR2 2128118572477647360,2015.5,294.23327302548375,0.029953082832477013,46.25506485825901,0.04156766745915324,0.9575172892705579,0.03981762627901997,24.047573,-3.379045737046741,0.06829672122454285,-8.62673196917292,0.075797225299038,0.013925001000000001,-0.04604139,-0.055634867000000005,-0.0073020331999999995,0.37399447,-0.074059695,-0.2660294,-0.19675806,-0.14798398,-0.028152378,938.2991300000001,0.21994127291276225,15.850399947271333,False,False,126297.8194763576,46.11540524043861,12.934876,74472.64529164358,106.64434609827164,13.171396,76561.28887002762,51.03668317864029,12.551897,0.6194991999999999,0.23651981,0.3829794,0.0,,NOT_AVAILABLE,79.06101603616179,12.00841644299928,314.2706180524148,66.0102821842468,6679.0,6489.93,6893.25,1.1293,0.9474,1.272,0.575,0.4605,0.635,1.7240121,1.618509,1.8259258000000003,5.3286977,4.9271650000000005,5.7302303,1015.50766814873,975.723046767601,1058.60835041146,1141.82380797967,1,1,9594100,2MASS J19365598+4615184,294.23328,46.255131,13.014000000000001,6728,162,-203,PHO1,3.426,0.408,-0.07200000000000001,FLK73,-0.5,0.4,-0.3,KIC0,4.248,0.613,-1.9609999999999999,1.755,0.151,-0.45299999999999996,DSEP,0,0,0,12.145,11.953,11.897,none,0.23874234320068466,2190.0,9594100,19 36 55.98,+46 15 18.5,13.22,12.95,0.96,0.01,6,CSM,Simbad,294.23325,46.255138888888894,0.96,0.6194989999999994,1.1
15,15,2128106477849445248,Gaia DR2 2128106477849445248,2015.5,294.29740093456064,0.01994728628199434,46.207628235536816,0.023132810029631717,0.8707630083309166,0.024214516472708583,35.960373,-3.343924464731906,0.045290269957146086,-8.735738026218687,0.04699992684244396,-0.074146226,-0.19020538,-0.09205982,-0.101353765,0.32481793,-0.1633355,-0.24673577,-0.17337765,-0.025424457999999997,-0.012542717,154.6602,0.0,0.0,False,False,20587.530930485333,6.3766594165667545,14.904354999999999,10919.144112906015,20.59260658692827,15.255917000000002,14047.481811009675,20.006514451318587,14.392923000000001,0.86299324,0.35156155,0.5114317,0.0,,NOT_AVAILABLE,79.0382831648825,11.947395550076385,314.32362242334136,65.94902411572025,5765.5,5643.3335,5925.0,0.215,0.0889,0.389,0.125,0.0226,0.203,1.0382309,0.98308533,1.0836686000000002,1.0730761,0.9964801999999999,1.149672,1112.23716998685,1082.84035444193,1143.24361199392,1151.14145457401,1,1,9594287,2MASS J19371137+4612276,294.29736,46.207668,14.934000000000001,6199,168,-225,PHO1,4.454,0.055999999999999994,-0.22399999999999998,KIC0,-0.14,0.25,-0.3,KIC0,1.0170000000000001,0.35,-0.11699999999999999,1.071,0.159,-0.14400000000000002,DSEP,0,0,0,13.847000000000001,13.522,13.425,none,0.17576422429502248,2228.0,9594287,19 37 11.37,+46 12 27.6,15.38,14.9,9.62,0.24,4,CSM,Simbad,294.29737499999993,46.20766666666667,9.62,0.8629940000000005,1.1
16,16,2128107783519547648,Gaia DR2 2128107783519547648,2015.5,294.4159067791432,0.02278971201279215,46.25852120667984,0.028685385122837668,0.9071404265348668,0.02745745946548116,33.038033,-2.8548684185720705,0.052689502214276866,-7.820088610045063,0.05605891395685207,-0.059990327999999996,-0.051106248,-0.22733097,-0.08983826,0.2773248,-0.14279242,-0.24917921,-0.15212699999999998,-0.008518469,-0.026161086,159.49382,0.0,0.0,False,False,16016.813034519826,7.231571048100037,15.176926000000002,8235.68986928907,16.270493456147467,15.562139000000002,11340.40134336733,17.407973788055664,14.625349,0.9367895,0.3852129,0.5515766,0.0,,NOT_AVAILABLE,79.12262504399591,11.8973974828229,314.55807780057836,65.96260421325695,5298.4497,5185.75,5409.25,,,,,,,1.0649492,1.0217682,1.1117402,0.80528146,0.74480927,0.86575365,1069.2077652167,1038.47394042595,1101.78057717575,1158.94787182276,1,1,9594645,2MASS J19373981+4615309,294.41589,46.258590999999996,15.206,6052,170,-191,PHO1,4.368,0.149,-0.182,KIC0,-0.38,0.3,-0.3,KIC0,1.0390000000000001,0.297,-0.183,0.92,0.13,-0.095,DSEP,0,0,0,13.949000000000002,13.618,13.515,none,0.2547033727165113,2308.0,9594645,19 37 39.81,+46 15 30.9,15.7,15.17,10.44,0.28,7,SM ,Simbad,294.415875,46.25858333333333,10.44,0.936790000000002,1.1
17,17,2128128055765212416,Gaia DR2 2128128055765212416,2015.5,294.54525951769745,0.0284800648342241,46.276130274135724,0.03289850825108518,0.8093213806415249,0.032490571341606114,24.909422,-3.5388060421298806,0.059521757490795274,-8.795416273243895,0.06273799557253137,-0.09575612,-0.14114064,-0.07399272,-0.09970805,0.042517602,-0.13304965,-0.34496307,-0.2462243,0.035251863,-0.011707358000000001,206.77565,0.0,0.0,False,False,9577.244801725572,7.900806758103582,15.735264,4714.141910800834,15.978216745653713,16.167881,6969.68830367173,16.59959357711206,15.153887,1.0139942,0.43261720000000004,0.581377,0.0,,NOT_AVAILABLE,79.18017812600999,11.82574725354382,314.77624503260466,65.94253715502377,5243.7734,5072.21,5337.107,0.2523,0.063,0.4581,0.1122,0.0233,0.1924,0.94615823,0.9133554,1.0112468000000001,0.60981476,0.5515154999999999,0.668114,1194.6195591740302,1149.63357009101,1243.19739421668,1170.22989774208,1,1,9595006,2MASS J19381087+4616342,294.54528999999997,46.27618,15.75,5695,169,-169,PHO1,4.564,0.04,-0.16,KIC0,-0.2,0.3,-0.3,KIC0,0.8270000000000001,0.191,-0.076,0.9179999999999999,0.092,-0.11199999999999999,DSEP,0,0,0,14.464,14.032,13.962,none,0.19441860864116745,2380.0,9595006,19 38 10.87,+46 16 34.2,16.29,15.68,11.18,0.11,5,CSM,Simbad,294.5452916666666,46.27616666666667,11.18,1.013994000000002,1.1
18,18,2080089877353287040,Gaia DR2 2080089877353287040,2015.5,294.82212018272475,0.016218216235808058,46.29394523626004,0.017381450232957098,0.968313238297308,0.017062019859611942,56.752556000000006,2.4779225445054074,0.034376621124105604,-6.099892105851277,0.034201756968894895,0.09567971,-0.15295625,-0.25600487,-0.1805299,0.14101577,-0.19210449,-0.44124717,-0.06982326,0.028506389,0.09908952,203.09175,0.0,0.0,False,False,29552.83297678587,7.678898365318176,14.511868,15894.505714527944,28.555222247060357,14.848270000000001,19856.190357611482,35.76988398167559,14.017179999999998,0.83109,0.33640290000000006,0.49468708,0.0,,NOT_AVAILABLE,79.28557494086441,11.663647145061299,315.2222098057266,65.88093804431267,5785.5,5743.0,5818.0,0.153,0.094,0.278,0.0755,0.0459,0.1621,1.1101975,1.0978288999999999,1.12669,1.2441102,1.1813628999999999,1.3068576,1003.03512249127,986.027902785936,1020.6283534776,1196.33912173462,1,1,9595724,2MASS J19391730+4617383,294.82211,46.29398,14.536,6268,174,-261,KIC0,4.428999999999999,0.054000000000000006,-0.20199999999999999,KIC0,0.07,0.25,-0.35,KIC0,1.1,0.34600000000000003,-0.12300000000000001,1.188,0.152,-0.18600000000000003,DSEP,0,0,0,13.49,13.245,13.110999999999999,none,0.12768691380840602,2545.0,9595724,19 39 17.31,+46 17 38.3,14.95,14.48,12.66,0.32,3,CSM,Simbad,294.82212499999986,46.29397222222222,12.66,0.8310900000000032,1.1
19,19,2128122420768295808,Gaia DR2 2128122420768295808,2015.5,294.06518396728137,0.027560418400075226,46.302586944504846,0.029428381816725968,0.8911043983671697,0.03216390982610598,27.705101000000003,-3.3297154185079267,0.06332817726194895,-8.805703825253824,0.05244057391600097,0.0089289,0.01613004,-0.07481742,0.009368118,0.35128215,-0.06063591,-0.25943777,-0.22979027,-0.15364404,-0.013726473999999999,169.08292,0.0,0.0,False,False,9617.871027418998,5.975670344776153,15.730668,4759.100545319111,15.159958051587054,16.157576000000002,7006.433710928131,14.855179440657402,15.148176999999999,1.0093985,0.42690754,0.5824909,0.0,,NOT_AVAILABLE,79.05080352730225,12.133537030309384,314.05533983406906,66.10039956376984,5326.3335,5254.5,5377.0,0.1025,0.0083,0.2311,0.055999999999999994,0.0053,0.1141,0.8297254000000001,0.8141624,0.8525666,0.49920267,0.45619518,0.54221016,1088.2060221352,1051.11571694195,1127.9570596828698,1123.11706624391,1,1,9654627,2MASS J19361564+4618094,294.06519,46.302631,15.790999999999999,5746,180,-200,KIC0,4.46,0.054000000000000006,-0.20199999999999999,KIC0,0.21,0.2,-0.3,KIC0,0.9940000000000001,0.295,-0.11800000000000001,1.0390000000000001,0.122,-0.122,DSEP,0,0,0,14.488,14.144,14.024000000000001,none,0.15930788652166847,2876.0,9654627,19 36 15.64,+46 18 09.5,16.4,15.73,10.76,0.28,5,CSM,Simbad,294.06516666666664,46.30263888888889,10.76,1.0093990000000037,1.1
20,20,2128123069303321472,Gaia DR2 2128123069303321472,2015.5,294.12599118565737,0.030084882844833707,46.37079648806146,0.035098247056951234,0.7856967630345609,0.03627275629255045,21.660795,-3.415777550613957,0.06570859902210514,-8.545218360461197,0.06525847169489672,-0.07782428,-0.055068507999999995,-0.07405254,-0.07655801599999999,0.37723556,-0.1409725,-0.21726097,-0.15671125,-0.15491487,-0.107724845,258.18723,0.0513069587190162,0.19178320806628332,False,True,7278.517526557304,4.250916790508546,16.033258,3395.576092507205,12.504522645816374,16.524105,5561.83596368786,11.740858411700517,15.398874,1.1252308000000002,0.49084663,0.63438416,0.0,,NOT_AVAILABLE,79.1324337549176,12.126768876301615,314.21795416154146,66.14603502504617,4935.0,4867.815,4987.685,0.327,0.2356,0.5627,0.16,0.09699999999999999,0.3161,0.98811924,0.9673544,1.0155833,0.5217495,0.4657441,0.57775486,1229.66344853575,1176.75025950585,1287.4582059889,1124.20664918187,1,1,9654808,2MASS J19363023+4622150,294.12601,46.37085,16.042,5303,187,-187,KIC0,4.63,0.036000000000000004,-0.09,KIC0,-0.38,0.3,-0.3,KIC0,0.708,0.10400000000000001,-0.055999999999999994,0.785,0.076,-0.084,DSEP,0,0,0,14.664000000000001,14.173,14.062000000000001,none,0.1982306403093698,2900.0,9654808,19 36 30.24,+46 22 15.1,16.69,16.0,10.75,0.23,3,CSM,Simbad,294.1260000000001,46.370861111111104,10.75,1.1252309999999994,1.1
21,21,2128119671989269504,Gaia DR2 2128119671989269504,2015.5,294.1698984158684,0.03518528421300353,46.304256400420655,0.03802436874599506,0.8908038549894872,0.04227666785543385,21.070816,-3.4850357504325915,0.08781508115783554,-8.697842928989411,0.07382372126975346,-0.06343561,-0.038719755,-0.17178579,0.07316115,0.42611298,0.045127275999999994,-0.18440627,-0.038200233,-0.22670007,-0.119780675,175.60825,0.0,0.0,False,False,7526.223004329404,4.952795812937667,15.996923,3570.3114220944703,16.788603921058293,16.469624,5657.212002593398,10.27624806599422,15.380414000000002,1.0892096000000002,0.47270012,0.61650944,0.0,,NOT_AVAILABLE,79.08566902184168,12.069710625948028,314.22047972669736,66.07292229479093,5035.5,4993.782999999999,5172.77,0.2093,0.0329,0.3394,0.10800000000000001,0.015,0.16699999999999998,0.8418445,0.7977571999999999,0.85596836,0.41051486,0.3665265,0.4545032,1089.58284923873,1041.2173766066999,1142.56577196421,1132.61559439964,1,1,9654919,2MASS J19364078+4618155,294.16992,46.30431,16.044,5470,197,-180,KIC0,4.57,0.036000000000000004,-0.153,KIC0,-0.04,0.3,-0.3,KIC0,0.8190000000000001,0.188,-0.075,0.91,0.08199999999999999,-0.10099999999999999,DSEP,0,0,0,14.627,14.244000000000002,14.23,none,0.2002859199022363,2917.0,9654919,19 36 40.78,+46 18 15.5,16.69,15.98,10.59,0.54,5,CM ,Simbad,294.16991666666667,46.304305555555544,10.59,1.0892099999999978,1.1
22,22,2128121561774912128,Gaia DR2 2128121561774912128,2015.5,294.171517510018,0.0131599585014591,46.38593566365199,0.015377894955451096,0.8915112979939257,0.01646786622278579,54.136417,-3.2919361171649157,0.028487269592320032,-8.86413352484984,0.02878036439209508,-0.06112789,-0.15846083,-0.029391771,0.01922331,0.40514758,-0.06244284,-0.1164854,-0.15713374,-0.11707433,-0.012742462,162.45601000000002,0.0,0.0,False,False,66293.38445112907,12.382563279971697,13.634689999999999,39115.43998448255,50.271552499808244,13.870517999999999,40290.67571522333,41.01777011746138,13.248909,0.62160873,0.23582745,0.3857813,0.0,,NOT_AVAILABLE,79.16073536011055,12.105556094598313,314.3041198934388,66.14725531568668,6814.0,6410.0,6911.25,0.331,0.125,0.5348,0.165,0.0816,0.29,1.2894851999999999,1.2534511000000002,1.457151,3.229505,3.0566763999999997,3.4023337,1086.71323492855,1067.4604899799901,1106.66016827257,1127.36760292973,1,1,9654924,2MASS J19364116+4623095,294.17154,46.385979,13.719000000000001,6890,168,-264,PHO1,4.328,0.07,-0.22399999999999998,KIC0,-0.12,0.25,-0.35,KIC0,1.288,0.478,-0.159,1.2990000000000002,0.201,-0.18100000000000002,DSEP,0,0,0,12.84,12.687999999999999,12.625,none,0.16570594832839047,2919.0,9654924,19 36 41.17,+46 23 09.5,13.94,13.65,1.6,0.22,4,CSM,Simbad,294.17154166666666,46.38597222222222,1.6,0.6216089999999994,1.1
23,23,2128121561774914304,Gaia DR2 2128121561774914304,2015.5,294.18709922744193,0.034282339402976245,46.37410502948089,0.04174978148917495,0.9205218522320135,0.0446510974755044,20.615885000000002,-3.184361005834368,0.07368573344930207,-8.776561272378936,0.07701764726129721,0.030432861000000002,0.013651017,-0.06257746,-0.03476979,0.43650115,-0.12968196,-0.13063411,-0.22909970000000002,-0.16693251,0.011379149,161.25006000000002,0.0,0.0,False,False,6776.739979045763,4.652128114678531,16.110813,3224.211340652065,16.062167293741165,16.58033,5153.01281325874,12.004340704678564,15.481767000000001,1.0985631999999999,0.46951675,0.62904644,0.0,,NOT_AVAILABLE,79.15489539457846,12.090626050153126,314.31666296236,66.13209714615441,4969.0366,4889.385,5054.0,0.121,0.0659,0.38299999999999995,0.07200000000000001,0.032,0.1871,0.79955465,0.7728978,0.8258175999999999,0.3511396,0.31304306,0.38923615,1055.65470458303,1007.75038300291,1108.24456775606,1129.57347852693,1,1,9654970,2MASS J19364491+4622270,294.18712999999997,46.374168,16.105999999999998,5450,164,-164,PHO1,4.573,0.027000000000000003,-0.153,KIC0,0.07,0.25,-0.3,KIC0,0.83,0.171,-0.057,0.9390000000000001,0.07400000000000001,-0.092,DSEP,0,0,0,14.777999999999999,14.380999999999998,14.288,none,0.2392323720216715,2924.0,9654970,19 36 44.91,+46 22 27.0,16.75,16.05,10.67,0.32,5,CSM,Simbad,294.187125,46.37416666666667,10.67,1.0985629999999986,1.1
24,24,2128120256104862464,Gaia DR2 2128120256104862464,2015.5,294.262383853833,0.026192483143760728,46.312946749838545,0.032499379707637915,0.903095724839539,0.033153988818651135,27.23943,-3.2699207525279834,0.06174371408996614,-8.941894106476092,0.06633119109237885,-0.103083916,-0.098180406,0.17268878,-0.08545172,0.3795539,-0.14491989,-0.08013619,-0.14610691,-0.17460726,-0.118336394,146.40018999999998,0.0,0.0,False,False,12892.742208448579,11.84212362501306,15.412501999999998,6579.007200995192,22.069577501844886,15.805987,9152.583996946878,28.84233597906136,14.858061,0.9479264999999999,0.39348507,0.55444145,0.0,,NOT_AVAILABLE,79.12310022621304,12.016636053083262,314.37326570221376,66.05518666378164,5454.0,5356.8667,6114.505,0.059000000000000004,0.0215,0.2476,0.03,0.0089,0.1221,0.8970360000000001,0.71370304,0.9298619,0.641468,0.5856424,0.6972936,1074.29133177571,1037.0515198027301,1114.25149798495,1140.63382646196,1,1,9655172,2MASS J19370296+4618467,294.26236,46.312988,15.45,5831,157,-192,PHO1,4.5169999999999995,0.048,-0.204,KIC0,0.0,0.25,-0.3,KIC0,0.9209999999999999,0.256,-0.092,1.016,0.10400000000000001,-0.139,DSEP,0,0,0,14.263,13.88,13.796,none,0.15990825397047434,2993.0,9655172,19 37 02.97,+46 18 46.8,15.99,15.4,10.99,0.24,5,CSM,Simbad,294.262375,46.313,10.99,0.9479260000000007,1.1
25,25,2128120702781491072,Gaia DR2 2128120702781491072,2015.5,294.29704840509714,0.024308212055385813,46.346947089527575,0.035938518504216824,0.8462163023915473,0.03157689968934102,26.798588,-3.317845107128067,0.06312599127860502,-8.742560466641432,0.0635606021437438,-0.2173466,-0.10467001,0.024444193,0.07916262,0.4433366,0.15712374,-0.48031196,0.16744836,-0.21027958,-0.29562625,111.165474,0.0,1.6300968317080002e-15,False,False,18024.853165810997,10.477770586949806,15.048685999999998,9443.107201182154,27.688410681372154,15.413601000000002,12427.704011615246,24.672319226668748,14.525943,0.8876581,0.36491490000000004,0.5227432,0.0,,NOT_AVAILABLE,79.16517119351731,12.010663405942655,314.4610493257266,66.07665069395986,5726.0,5589.047,6342.8667,0.21,0.1516,0.3708,0.1035,0.0749,0.2036,1.0147928,0.8270065000000001,1.0651348999999999,0.9973666999999999,0.9081559000000001,1.0865775,1144.0626042865101,1103.8599223143901,1187.24508284364,1141.57662777309,1,1,9655276,2MASS J19371128+4620491,294.29703,46.346989,15.067,6103,163,-200,PHO1,4.496,0.05,-0.212,KIC0,-0.2,0.25,-0.35,KIC0,0.9490000000000001,0.289,-0.096,1.028,0.125,-0.139,DSEP,0,0,0,13.95,13.564,13.548,none,0.1576578397422058,3013.0,9655276,19 37 11.29,+46 20 49.2,15.51,15.01,10.23,0.57,4,CSM,Simbad,294.29704166666664,46.347,10.23,0.8876580000000018,1.1
26,26,2128120702781492352,Gaia DR2 2128120702781492352,2015.5,294.30927894600416,0.01573085576309314,46.338145220583414,0.020877849602660568,0.8856344665697905,0.02024074013633683,43.755043,-3.532272773012548,0.035970751408478566,-8.461364346825412,0.038038830677502605,-0.09315939,-0.14051760000000002,0.07974112,0.0072865174,0.38557798,-0.06777288,-0.28367838,-0.16096613,-0.11035218,-0.03849136,102.59933000000001,0.0,0.0,False,False,45946.40320711283,21.724657984575,14.032737,24993.880068892915,30.906199225467038,14.356804,30547.49392312037,36.38693697611895,13.549481,0.8073225,0.32406712,0.4832554,0.0,,NOT_AVAILABLE,79.16105161242383,11.999151437590141,314.471336095812,66.06518973914892,5836.0,5583.68,6173.92,0.7345,0.4895,0.8931,0.366,0.3117,0.4403,1.4852851999999999,1.3271451,1.6225546999999998,2.305555,2.1628919,2.4482182999999997,1093.89210891193,1070.0131802118499,1118.8408098433301,1143.3193717343302,1,1,9655310,2MASS J19371422+4620173,294.30927,46.338161,14.06,6284,169,-206,PHO1,4.42,0.07,-0.21,KIC0,-0.24,0.25,-0.3,KIC0,1.042,0.349,-0.11599999999999999,1.036,0.158,-0.115,DSEP,0,0,0,13.009,12.745,12.675999999999998,none,0.06100242482485304,3025.0,9655310,19 37 14.23,+46 20 17.4,14.44,14.01,9.78,0.39,3,SM ,Simbad,294.30929166666664,46.33816666666666,9.78,0.8073230000000002,1.1
27,27,2128120840220460544,Gaia DR2 2128120840220460544,2015.5,294.31018787264776,0.020982347934860226,46.3706195005846,0.029111410972553625,0.9153897285374464,0.02785239276896449,32.86575,-3.5051107485328976,0.04661985149671703,-8.754095922913352,0.053643142490134514,-0.103974104,-0.14458518,0.007528791,-0.014743641000000002,0.3670006,-0.113060236,-0.24393839,-0.23149708,-0.09467975,-0.0438915,162.27581999999998,0.0,0.0,False,False,17185.186360779382,10.390103202627119,15.10048,9070.427981192162,30.56898455628539,15.457317999999999,11886.708143608264,22.74278882319643,14.574266,0.8830519,0.35683823,0.52621365,0.0,,NOT_AVAILABLE,79.19094947818068,12.013285425272805,314.5050980413264,66.09464442731674,5617.7437,5316.42,6116.463000000001,0.0995,0.042,0.205,0.046,0.0177,0.1011,0.9555195,0.8060513000000001,1.0669028,0.8192594999999999,0.7576417,0.8808773999999999,1059.87338152682,1029.2443772464699,1092.3455125430198,1141.20327978192,1,1,9655315,2MASS J19371444+4622143,294.31018,46.370651,15.119000000000002,6075,169,-190,PHO1,4.495,0.046,-0.184,KIC0,-0.16,0.3,-0.3,KIC0,0.9520000000000001,0.263,-0.105,1.033,0.13,-0.14300000000000002,DSEP,0,0,0,14.029000000000002,13.642000000000001,13.593,none,0.11507169938128935,3027.0,9655315,19 37 14.44,+46 22 14.3,15.56,15.07,10.85,0.35,5,CSM,Simbad,294.31016666666665,46.37063888888889,10.85,0.8830519999999993,1.1
