,Unnamed: 0,source_id,designation,gaia_ref_epoch,ra_gaia,ra_error,dec_gaia,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_primary_flag,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,phot_variable_flag,l,b,ecl_lon,ecl_lat,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,r_est,r_lo,r_hi,r_length_prior,r_result_flag,r_modality_flag,kepid,tm_designation,ra_kepler,dec_kepler,kepmag,teff,teff_err1,teff_err2,teff_prov,logg,logg_err1,logg_err2,logg_prov,feh,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,prov_sec,nconfp,nkoi,ntce,jmag,hmag,kmag,planet?,kepler_gaia_ang_dist,id,KIC,RAJ2000,DEJ2000,gmag,rmag,Per,e_Per,o_Per,Mm,Simbad,ra_kepler.1,dec_kepler.1,period,bprp,age_gyr
28,28,2128132586950838912,Gaia DR2 2128132586950838912,2015.5,294.3537362093438,0.02980413871109308,46.37113548348856,0.04213694969840906,0.9913791867464714,0.03960372240505903,25.032475,-3.583135339831647,0.06613406551269695,-8.841858122394859,0.0791504326030383,-0.03778445,-0.06930304,0.050735682000000004,-0.095154956,0.31570742,-0.19194488,-0.21488164,-0.30049533,-0.01644336,0.0034620621999999998,168.3585,0.0,0.0,False,False,7579.616491192471,6.2801463214187025,15.989247,3627.7736425413027,19.684375239087625,16.452288,5728.9711539646,18.56594477305985,15.366729000000001,1.0855589,0.46304035,0.62251854,0.0,,NOT_AVAILABLE,79.2053246247889,11.986725588172591,314.5734154651813,66.08296636453235,5044.1,4969.0,5160.65,0.1192,0.024,0.2708,0.0667,0.0195,0.1218,0.75586694,0.7221109,0.7788875,0.33321163,0.30279459999999997,0.36362866,981.720810443694,944.6832297273061,1021.72234159763,1145.24818557933,1,1,9655435,2MASS J19372490+4622161,294.35376,46.371159000000006,16.042,5450,195,-179,KIC0,4.573,0.027000000000000003,-0.153,KIC0,0.07,0.25,-0.3,KIC0,0.83,0.187,-0.062,0.9390000000000001,0.07400000000000001,-0.10099999999999999,DSEP,0,0,0,14.699000000000002,14.209000000000001,14.204,none,0.10324435281163033,3088.0,9655435,19 37 24.91,+46 22 16.2,16.71,15.98,11.99,0.31,5,CM ,Simbad,294.35379166666667,46.37116666666667,11.99,1.0855589999999982,1.1
29,29,2128108814312039040,Gaia DR2 2128108814312039040,2015.5,294.36556339354007,0.0345099588921132,46.326604710552814,0.04469038369028173,0.8145845781146798,0.04344779312121011,18.748583,-3.3029221608719253,0.08078028203090606,-8.89198368462926,0.08530554648003259,-0.09037539,-0.10923217,0.14817427,-0.010694385,0.33689246,-0.08418727,-0.22045794,-0.1749588,-0.107400045,-0.035075404,123.37239,0.0,0.0,False,False,7051.618558718341,5.869417356782808,16.067644,3318.606242002766,16.773960088177894,16.549,5351.937423071069,13.003366449853829,15.440642,1.1083573999999998,0.48135567,0.62700176,0.0,,NOT_AVAILABLE,79.16852231020583,11.95927532847164,314.54744228801894,66.03893718541507,4986.436,4928.0,5072.475,0.3313,0.2196,0.4143,0.1713,0.134,0.2021,0.91349006,0.8827636999999999,0.9352826999999999,0.46479702,0.40908933,0.5205047,1188.47089547474,1128.73885721173,1254.7419484791099,1149.41334873142,1,1,9655469,2MASS J19372774+4619359,294.36557,46.326648999999996,16.094,5574,169,-152,PHO1,4.586,0.038,-0.152,KIC0,-0.28,0.3,-0.3,KIC0,0.7829999999999999,0.182,-0.073,0.868,0.08800000000000001,-0.09699999999999999,DSEP,0,0,0,14.686,14.323,14.151,none,0.16028563227187234,3101.0,9655469,19 37 27.74,+46 19 35.9,16.69,16.04,10.9,1.16,4,CSM,Simbad,294.36558333333335,46.3266388888889,10.9,1.108357999999999,1.1
30,30,2128108024038073216,Gaia DR2 2128108024038073216,2015.5,294.40945984523256,0.02777734473432419,46.320511532598594,0.03714588848069768,0.8605312438351219,0.035044433772968814,24.555432999999997,-3.3459669994456065,0.06351969391409512,-8.581602016787171,0.07026998990279765,-0.06579846,-0.041739497,0.20146544,-0.097174115,0.27782270000000003,-0.18445225,-0.08180967,-0.23987602,-0.077565975,0.012258521999999999,156.39389,0.0,0.0,False,False,10299.767954137398,9.406528546939722,15.656297,5154.624133226796,30.78864975397392,16.070895999999998,7530.763937635343,30.187343711596018,15.069822,1.0010738000000001,0.41459942,0.5864744000000001,0.0,,NOT_AVAILABLE,79.177018158119,11.929492919262614,314.60962691343565,66.02110853228103,5186.0,5016.9126,5564.56,0.168,0.047,0.336,0.09699999999999999,0.0314,0.183,0.9478363999999999,0.8232594999999999,1.0128038000000001,0.58545226,0.5296133000000001,0.6412912,1125.9805191314501,1082.8979466297098,1172.5629265883802,1154.00456583961,1,1,9655609,2MASS J19373826+4619139,294.40945,46.320541,15.677999999999999,5845,157,-174,PHO1,4.558,0.036000000000000004,-0.192,KIC0,-0.28,0.3,-0.3,KIC0,0.838,0.23800000000000002,-0.079,0.9259999999999999,0.099,-0.11,DSEP,0,0,0,14.35,13.972000000000001,13.911,none,0.10887002810960432,3135.0,9655609,19 37 38.27,+46 19 13.9,16.2,15.63,10.75,0.19,4,CSM,Simbad,294.4094583333333,46.32052777777778,10.75,1.0010739999999974,1.1
31,31,2128131418719632000,Gaia DR2 2128131418719632000,2015.5,294.43276151301575,0.035746531114846936,46.32022073730397,0.04647402793044581,0.8385224357709907,0.043055108479097486,19.475561,-3.434868638738962,0.08258440844841458,-8.805958847747677,0.10126337150031547,-0.19634224,-0.036877546000000004,0.27701467,-0.21177676,0.16215396,-0.25631136,0.15293679,-0.20433198,-0.15700975,-0.106670894,174.232,0.0,0.0,False,False,6548.217053773949,4.3806193821868025,16.148058,3060.4319022972218,15.630326611865208,16.63693,5002.580333911447,12.447860356613946,15.513935,1.1229954,0.48887253,0.63412285,0.0,,NOT_AVAILABLE,79.18421558155572,11.915019903195635,314.6455447120618,66.01433126334358,4976.0,4951.0,4995.0,,,,,,,0.8597333,0.85320526,0.86843765,0.40826645,0.36108702,0.45544589999999996,1155.56298920169,1099.49790267196,1217.5315603729302,1156.24918101578,1,1,9655677,2MASS J19374386+4619128,294.43277,46.320240000000005,16.201,5387,159,-159,PHO1,4.593999999999999,0.037000000000000005,-0.11199999999999999,KIC0,-0.18,0.3,-0.3,KIC0,0.77,0.133,-0.071,0.857,0.078,-0.096,DSEP,0,0,0,14.743,14.277000000000001,14.334000000000001,none,0.07248497685904992,3151.0,9655677,19 37 43.86,+46 19 12.9,16.86,16.15,10.04,0.3,3,CSM,Simbad,294.43274999999994,46.32025,10.04,1.1229949999999995,1.1
32,32,2128131216861484928,Gaia DR2 2128131216861484928,2015.5,294.44735131686616,0.015414469639347485,46.312791403719686,0.018668517525085943,0.915848684584468,0.01937801660596277,47.262253,-3.3886978012598283,0.03608261834444085,-8.77979767018546,0.03749808448009033,-0.089648515,-0.1868585,0.24909319,0.0008951075,0.28529197,-0.1318441,-0.04404605,-0.29842029999999997,-0.16747326,0.08701426,136.31316999999999,0.0,0.0,False,False,52157.32654718053,11.534554432954076,13.895078,30138.72609769636,47.23978873390757,14.153576000000001,32525.41162987754,25.333640289410287,13.481363,0.6722126,0.2584982,0.41371440000000004,0.0,,NOT_AVAILABLE,79.18212461330344,11.902668752714932,314.660811162813,66.00345896740059,6427.0,6238.825,6734.25,0.10099999999999999,0.0,0.2021,0.051,0.0,0.102,1.2512361,1.1396655,1.3278538,2.406614,2.2668414,2.5463867000000002,1058.8543179638,1037.40020468153,1081.1977210595599,1158.16503777095,1,1,9655730,2MASS J19374736+4618461,294.44736,46.31282,13.979000000000001,6623,140,-241,PHO1,4.355,0.065,-0.195,KIC0,0.07,0.25,-0.35,KIC0,1.261,0.391,-0.14,1.317,0.168,-0.20600000000000002,DSEP,0,0,0,13.020999999999999,12.831,12.761,none,0.10518647472803506,3168.0,9655730,19 37 47.37,+46 18 46.1,14.28,13.92,2.03,0.06,5,CSM,Simbad,294.447375,46.31280555555556,2.03,0.6722130000000011,1.1
33,33,2128131869696568960,Gaia DR2 2128131869696568960,2015.5,294.51005039357506,0.017614311328222502,46.374177934020274,0.02277343267143,0.8776616354664998,0.02186938674410685,40.131972999999995,-3.426236289219076,0.03936119908432074,-8.841872344601386,0.04440462993027625,-0.014060862,0.03297458,-0.11315005,0.004840029,0.13781635,-0.047714862999999996,-0.29071423,-0.27644572,-0.03015017,0.07605187,160.4087,0.0,0.0,False,False,20698.719227111098,10.129073377679132,14.898507,11141.921322399141,26.71697374309551,15.233988,13999.800699860998,24.87210492860333,14.396614999999999,0.8373728000000001,0.3354807,0.5018921,0.0,,NOT_AVAILABLE,79.25810557693019,11.89199143196407,314.819436121334,66.04201440631093,5763.0,5335.12,5835.91,0.1503,0.026000000000000002,0.26,0.0718,0.013000000000000001,0.1273,1.0338256,1.0081551,1.2063023000000002,1.0621450000000001,0.99216557,1.1321244,1103.62095013068,1077.4101356554,1131.1143358968302,1159.87531884249,1,1,9655917,2MASS J19380241+4622271,294.51007000000004,46.37421,14.919,6279,169,-207,PHO1,4.489,0.048,-0.192,KIC0,-0.38,0.3,-0.3,KIC0,0.9520000000000001,0.276,-0.092,1.018,0.12300000000000001,-0.135,DSEP,0,0,0,13.855,13.571,13.48,none,0.12528914062740293,3227.0,9655917,19 38 02.42,+46 22 27.2,15.31,14.88,8.8,0.17,4,CSM,Simbad,294.51008333333334,46.37422222222222,8.8,0.8373730000000013,1.1
34,34,2128130186069010944,Gaia DR2 2128130186069010944,2015.5,294.60972249298,0.01737960572674321,46.35174506890502,0.020060781340923924,0.8553117556563516,0.020135612601378614,42.477562,-3.3797116758454937,0.03874316602710688,-8.917945360426431,0.036890513174907616,0.015119957,-0.0027049645,-0.07992033,-0.13178104,0.23698366,-0.18207939999999997,-0.24470021,-0.12954992,-0.13817447,0.040336367000000005,236.9085,0.0,0.0,False,False,20817.1649342602,7.859934398671001,14.892311999999999,11180.91452090682,15.091587622521123,15.230195000000002,13996.817034750262,15.673268649679756,14.396847,0.8333483,0.337883,0.49546528,0.0,,NOT_AVAILABLE,79.26967182754949,11.820534240534634,314.95157878565465,65.99354253701385,5789.0,5762.0,5826.0,,,,,,,1.0534936000000001,1.040155,1.0633899,1.1229818999999999,1.0512883999999998,1.1946754,1131.429717759,1106.03236413185,1157.99853941439,1171.09460634939,1,1,9656165,2MASS J19382633+4621064,294.60974,46.351791,14.942,6240,169,-206,PHO1,4.454,0.054000000000000006,-0.20199999999999999,KIC0,-0.16,0.25,-0.35,KIC0,1.023,0.335,-0.11199999999999999,1.081,0.14400000000000002,-0.14400000000000002,DSEP,0,0,0,13.845999999999998,13.513,13.550999999999998,none,0.17097858624395135,3287.0,9656165,19 38 26.34,+46 21 06.4,15.36,14.9,9.27,0.6,4,CSM,Simbad,294.60975,46.35177777777778,9.27,0.8333480000000026,1.1
35,35,2080090667627204736,Gaia DR2 2080090667627204736,2015.5,294.69820294131114,0.02531457590851536,46.30186815331413,0.027680047774765317,0.8577396156073175,0.02891354968572672,29.665663000000002,-3.4659913329075804,0.053969052437407385,-8.819424757849172,0.052638166105237215,-0.06456975,-0.07719598,-0.058471017,-0.12492254400000001,0.13782418,-0.17535986,-0.18552668,-0.20705585,-0.08901877,0.02100091,204.09555,0.0,1.3368447588157967e-15,False,False,10190.501656544957,7.216002902807608,15.667876999999999,5054.6048204069675,21.57948259551945,16.09217,7425.467850469681,16.985153555142638,15.085110999999998,1.00706,0.42429352,0.58276653,0.0,,NOT_AVAILABLE,79.2527936699299,11.743411756626813,315.03868809425535,65.92310499601305,5325.5,5274.4297,5387.5,0.1532,0.0397,0.3523,0.087,0.0239,0.1871,0.88761806,0.86730593,0.9048902,0.5709373999999999,0.5238122000000001,0.6180626,1128.98367900304,1093.01443599345,1167.3537893498199,1183.3944589427,1,1,9656371,2MASS J19384757+4618070,294.69824,46.301941,15.655,5704,154,-171,PHO1,4.575,0.038,-0.152,KIC0,-0.3,0.3,-0.3,KIC0,0.804,0.184,-0.07400000000000001,0.897,0.08900000000000001,-0.109,DSEP,0,0,0,14.444,13.997,13.937000000000001,none,0.2779731019404079,3317.0,9656371,19 38 47.58,+46 18 07.0,16.19,15.6,10.75,0.42,5,CSM,Simbad,294.69825,46.30194444444446,10.75,1.0070590000000017,1.1
36,36,2080097058538601088,Gaia DR2 2080097058538601088,2015.5,294.74399445814817,0.014964314896202919,46.364990986531026,0.01483552048450337,0.8829405542435992,0.016185152732233192,54.5525,-3.3074862641535843,0.03520247711450001,-8.868270354469233,0.031656704382596296,0.0111387465,0.08664514,0.050469875,-0.07054450000000001,0.16659413,-0.074984945,-0.17946588,0.07342329,-0.027609248,0.05888991,219.08699,0.0,0.0,False,True,35317.89183660736,9.158970042469386,14.318378,19947.654239024087,35.73175790308739,14.601659,22595.564514708105,22.685786819873925,13.876862,0.72479725,0.28328037,0.44151688,0.0,,NOT_AVAILABLE,79.32489792972594,11.744114953802555,315.1727044668878,65.96782812921246,6289.0,6064.31,6724.1104,0.2063,0.1354,0.2891,0.1112,0.055999999999999994,0.1481,1.1163152,0.9765183000000001,1.2005693000000002,1.7562841,1.6624534,1.8501148,1096.933574368,1077.65089030101,1116.90593559013,1183.29903278145,1,1,9656480,2MASS J19385856+4621541,294.74402000000003,46.365051,14.365,6571,166,-216,PHO1,4.368,0.065,-0.195,KIC0,-0.1,0.25,-0.3,KIC0,1.192,0.366,-0.157,1.213,0.17,-0.17,DSEP,0,0,0,13.395999999999999,13.152999999999999,13.12,none,0.22517339311766374,3336.0,9656480,19 38 58.57,+46 21 54.2,14.68,14.31,4.82,0.09,6,CSM,Simbad,294.74404166666665,46.365055555555564,4.82,0.7247970000000006,1.1
37,37,2128125135187725696,Gaia DR2 2128125135187725696,2015.5,294.1638696304068,0.012934438590710529,46.450467463404806,0.014201250943291362,0.8685310098055821,0.014820157964675378,58.60470600000001,-3.2932510585866237,0.027773372659628044,-8.946936647288105,0.027962298874761017,-0.12225473,0.056054692999999996,0.079345055,-0.23368672,0.33626044,-0.25133803,-0.085182965,-0.120733425,-0.19079769,-0.21581994,212.35542,0.0,0.0,False,False,87165.44565597686,18.872562369405035,13.337504000000001,52293.51777196732,77.47438481856533,13.555268,51856.57026475611,40.90920344681183,12.974911,0.58035755,0.2177639,0.36259365,0.0,,NOT_AVAILABLE,79.21722006228917,12.139354525274255,314.35659508024804,66.20843486579854,7002.25,6832.0,7159.3335,0.6825,0.3959,0.946,0.3253,0.191,0.4411,1.4391258999999998,1.3766668,1.5117441,4.4858294,4.2598825,4.7117762999999995,1114.47373981126,1096.22650610896,1133.32735802177,1122.4579848779,1,1,9715923,2MASS J19363933+4627018,294.16388,46.450508,13.423,7105,196,-270,PHO1,3.5980000000000003,0.289,-0.051,FLK73,-0.04,0.25,-0.25,KIC0,3.638,0.306,-1.225,1.912,0.168,-0.311,DSEP,0,0,10,12.575,12.446,12.367,none,0.1481809493311739,3795.0,9715923,19 36 39.33,+46 27 01.8,13.62,13.36,0.92,0.01,5,CSM,Simbad,294.163875,46.45050000000001,0.92,0.5803569999999993,1.1
38,38,2128122283329454208,Gaia DR2 2128122283329454208,2015.5,294.18880540817,0.02018830004424919,46.4543303025627,0.025019718220442046,0.8820944055169471,0.02432006155085573,36.270237,-3.2451489606378674,0.04261512871614286,-8.822270021969226,0.04832208309035913,-0.11018532,0.10302665,-0.054401375,-0.2412508,0.303396,-0.2756342,0.025531997999999997,-0.14281325,-0.18650047,-0.17796986,168.88183999999998,0.0,0.0,False,False,16556.078674794222,9.505216168860594,15.140972,8673.136496897054,22.7319505727552,15.505948000000002,11408.383726835604,26.564375075287806,14.618859,0.8870888000000001,0.36497593,0.52211285,0.0,,NOT_AVAILABLE,79.22866854217935,12.125760966291887,314.39941852834727,66.20503161866452,5694.0176,5559.0,6207.6665,0.153,0.0555,0.2418,0.075,0.0292,0.1431,0.94457644,0.79472697,0.99101764,0.8449755999999999,0.7852485,0.90470266,1098.38246846529,1069.58261482591,1128.7460386516802,1124.46600054639,1,1,9715987,2MASS J19364532+4627157,294.18887,46.454361,15.165999999999999,6166,173,-239,PHO1,4.407,0.067,-0.21600000000000003,KIC0,0.16,0.2,-0.3,KIC0,1.127,0.365,-0.122,1.1840000000000002,0.142,-0.17300000000000001,DSEP,0,0,0,14.02,13.786,13.748,none,0.19461752363519635,3820.0,9715987,19 36 45.33,+46 27 15.7,15.65,15.12,10.27,0.58,6,CSM,Simbad,294.188875,46.454361111111105,10.27,0.8870890000000013,1.1
39,39,2128145785390512896,Gaia DR2 2128145785390512896,2015.5,294.2009975442806,0.017362239727422894,46.47672885323786,0.021960184163892026,0.8803311075148498,0.02141189784803272,41.11411,-3.413773853904569,0.03750961415413804,-8.96675530520859,0.03951967097829106,-0.043583486,0.012311237,-0.105814554,-0.12968965,0.37909588,-0.19458692,-0.18829975,-0.17166132,-0.12343627,-0.07798381,188.96974,0.0,0.0,False,False,18777.448203908523,9.21191687515342,15.004273999999999,10014.631794692668,27.75901741198714,15.349801000000001,12907.153511776172,26.72228836376819,14.484844,0.86495686,0.3455267,0.51943016,0.0,,NOT_AVAILABLE,79.25299008748698,12.128366319693566,314.44091018254,66.22212449256222,5496.0,5355.4053,5766.6025,0.129,0.025,0.2636,0.069,0.0107,0.147,1.0912218,0.9912117,1.1492692,0.9788308000000001,0.9154786,1.042183,1100.33278012728,1074.8091601953,1127.07483531104,1124.1116465604302,1,1,9716008,2MASS J19364824+4628364,294.20099,46.47678,14.975,6153,182,-200,PHO1,4.471,0.052000000000000005,-0.20800000000000002,KIC0,-0.14,0.25,-0.35,KIC0,0.993,0.302,-0.10099999999999999,1.065,0.139,-0.153,DSEP,0,0,0,13.911,13.562999999999999,13.497,none,0.1850758229168662,3828.0,9716008,19 36 48.24,+46 28 36.4,15.42,14.94,10.04,0.36,5,CSM,Simbad,294.20099999999996,46.47677777777778,10.04,0.8649570000000004,1.1
40,40,2128122008451548672,Gaia DR2 2128122008451548672,2015.5,294.22780098161945,0.011857303114299332,46.41763144636077,0.016963591810278452,0.8523283705059277,0.015941590631217417,53.465706000000004,-3.490902369853536,0.025850825194767342,-8.917799247929374,0.032814810787945,0.025355041000000002,0.035678048,-0.043574233,-0.11630328,0.39257747,-0.18289589999999997,-0.07679832,-0.1980469,-0.13678564,-0.05402665,148.51706000000001,0.0,1.4503892858778864e-15,True,False,86148.52982883046,16.549668463577472,13.350245999999999,51995.202117275505,61.157855646417325,13.56148,51069.96125492243,36.030683950540315,12.991507,0.569973,0.21123314,0.35873985,0.0,,NOT_AVAILABLE,79.2075735109627,12.085219528786519,314.4235905625535,66.16060462372215,7040.0,6951.0,7338.0,0.436,0.2356,0.863,0.2333,0.106,0.4761,1.4428381000000001,1.3280288,1.4800225,4.6070247,4.354564,4.859485,1135.02083792235,1114.69372326823,1156.08912271031,1130.4333561631402,1,1,9716076,2MASS J19365467+4625036,294.22781000000003,46.417664,13.567,6851,189,-307,PHO54,4.228,0.09,-0.21,PHO54,0.07,0.2,-0.35,PHO54,1.511,0.5329999999999999,-0.266,1.409,0.218,-0.218,DSEP,0,0,0,12.606,12.429,12.390999999999998,none,0.11931127231605733,3853.0,9716076,19 36 54.68,+46 25 03.6,13.78,13.5,2.5,0.01,4,CSM,Simbad,294.2278333333333,46.41766666666666,2.5,0.5699729999999992,1.1
41,41,2128122038511307520,Gaia DR2 2128122038511307520,2015.5,294.23838610843325,0.05447555962530385,46.43283187007771,0.07078429883593358,0.6888169317573384,0.06717348524288902,10.254298,-3.2872513967982244,0.11616635591207893,-9.096263092775313,0.12946325319648105,0.20621409,-0.10935519999999999,-0.06804846,-0.13220122,0.30424450000000003,-0.21387960000000003,-0.21418087,-0.25796345,-0.10204664599999999,0.21702223,1761.099,0.497011500130131,35.75024574732786,False,True,22168.47085044983,32.2991637563129,14.824026000000002,12198.050696130813,28.09007252192337,15.135662,15536.016487659814,18.04798160908393,14.283570999999998,0.85209084,0.31163597,0.54045486,0.0,,NOT_AVAILABLE,79.22481279749466,12.085571631769387,314.45530613997914,66.17156105678883,5793.3335,5500.26,6039.5073,0.5837,0.3459,0.8476,0.28800000000000003,0.14800000000000002,0.4473,1.347732,1.2401024,1.4951823999999998,1.8433841,1.4623184,2.2244498999999998,1402.5013299573902,1277.31013939293,1554.16728312566,1130.39971472537,1,1,9716112,2MASS J19365721+4625582,294.2384,46.432860999999995,14.834000000000001,6122,165,-220,PHO1,4.471,0.05,-0.212,KIC0,-0.1,0.3,-0.3,KIC0,0.996,0.312,-0.10400000000000001,1.07,0.14800000000000002,-0.14800000000000002,DSEP,0,0,0,13.717,13.359000000000002,13.325,none,0.1103866072050349,3865.0,9716112,19 36 57.22,+46 25 58.3,15.27,14.76,9.56,0.14,3,SM ,Simbad,294.23841666666664,46.43286111111111,9.56,0.8520910000000015,1.1
42,42,2128121218177579392,Gaia DR2 2128121218177579392,2015.5,294.25979053501703,0.030371482006447605,46.41549341012253,0.04493308208513673,0.7841797854790534,0.04079845246717948,19.220821,-3.1958758131714364,0.06635434358063311,-8.699002682121982,0.08414742251554838,0.0849163,0.06483231,-0.035546765,-0.090233706,0.37246147,-0.16032538,-0.22188303,-0.2363683,-0.07977514,0.033314094,205.98036000000002,0.09886522503174948,0.6798949739513453,True,False,7742.603706227931,5.873652823311278,15.966148,3736.83444828668,17.432865614586554,16.420128,5788.960586778344,15.715480513538663,15.355417999999998,1.0647096999999999,0.4539795,0.6107302,0.0,,NOT_AVAILABLE,79.21580775455494,12.064577071017695,314.4713563610212,66.14973832640568,5077.0,5003.69,5684.6763,,,,,,,0.95021814,0.75792485,0.97826576,0.5404680000000001,0.47657114,0.6043648,1232.5783656252001,1172.17717952718,1299.40843447084,1133.5168590225999,1,1,9716177,2MASS J19370235+4624559,294.25982999999997,46.415539,16.023,5460,189,-189,KIC0,4.59,0.032,-0.12,KIC0,-0.18,0.3,-0.3,KIC0,0.7829999999999999,0.147,-0.063,0.878,0.08,-0.107,DSEP,0,0,0,14.635,14.206,14.179,none,0.19112971660522424,3891.0,9716177,19 37 02.36,+46 24 55.9,16.62,15.96,11.92,0.4,2,CSM,Simbad,294.25983333333335,46.415527777777775,11.92,1.0647099999999998,1.1
43,43,2128145304354240128,Gaia DR2 2128145304354240128,2015.5,294.3381725145698,0.030870186934861314,46.480379503142615,0.0503136234717091,0.9817680920895556,0.04351801057270495,22.560041000000002,-3.4461970002656837,0.06695147493468967,-8.725645447443615,0.0949401246115187,0.10246722,0.12536506,-0.016142365,-0.027577327999999998,0.41482136,-0.10640086,0.072970204,-0.17345199,0.0842642,0.091329545,184.24622,0.0,0.0,True,False,7478.524178649886,6.00109377678806,16.003826,3584.409414523003,21.24833850227055,16.465343,5644.819132407556,20.18404280135568,15.382795000000002,1.0825481000000001,0.46151733,0.6210308000000001,0.0,,NOT_AVAILABLE,79.29995545967233,12.04573815769987,314.6586165393917,66.18718303220804,5064.14,4989.0,5200.0,0.1255,0.024,0.2801,0.07200000000000001,0.0219,0.1442,0.75066197,0.7119494000000001,0.7734439000000001,0.33389226,0.30064392,0.3671406,991.4232440051641,950.083849633758,1036.44961231401,1136.42228196069,1,1,9716378,2MASS J19372117+4628495,294.3382,46.480431,15.987,5608,169,-203,KIC0,4.573,0.038,-0.152,KIC0,-0.18,0.3,-0.3,KIC0,0.813,0.19399999999999998,-0.078,0.909,0.083,-0.115,DSEP,0,0,0,14.638,14.213,14.404000000000002,none,0.19751308024999506,3941.0,9716378,19 37 21.17,+46 28 49.5,16.6,15.95,10.73,0.35,3,CSM,Simbad,294.33820833333334,46.48041666666667,10.73,1.0825479999999992,1.1
44,44,2128145098195807872,Gaia DR2 2128145098195807872,2015.5,294.3447856214248,0.014144850566183169,46.46935909067751,0.02065519438477396,0.9144427342984855,0.01861028440198588,49.136417,-3.5716667703043017,0.031040244206811562,-8.700779613352124,0.038499370989736284,-0.042096667000000004,-0.025309757999999998,-0.060161747,-0.053370647,0.28356314,-0.11637772,-0.18907045,-0.1979016,-0.10707818,-0.0122992555,138.60681,0.0,0.0,False,False,39199.254415390715,8.40966286471519,14.205172,21925.340862554607,36.83719972743924,14.4990225,25232.55873132878,24.141701589405322,13.757017000000001,0.74200535,0.2938509,0.44815445,0.0,,NOT_AVAILABLE,79.29201322378228,12.036690675108144,314.6578439191505,66.175262735521,6206.3335,5951.0,6511.3,0.289,0.1626,0.3601,0.14300000000000002,0.085,0.168,1.1669002,1.0601528999999998,1.2691823,1.8201305,1.7171178,1.9231431,1060.38860265779,1039.7091668978,1081.8917904362,1137.7718008671302,1,1,9716401,2MASS J19372275+4628099,294.34482,46.469395,14.634,6356,179,-247,PHO54,3.87,0.413,-0.138,PHO54,0.02,0.25,-0.3,PHO54,2.246,0.54,-0.925,1.364,0.222,-0.271,DSEP,0,0,0,13.302,13.04,12.985999999999999,none,0.154847124309338,3947.0,9716401,19 37 22.76,+46 28 09.8,15.01,14.58,5.73,0.49,3,SM ,Simbad,294.3448333333333,46.46938888888889,5.73,0.7420054999999994,1.1
45,45,2128132694330246144,Gaia DR2 2128132694330246144,2015.5,294.3854736363583,0.019360813209121138,46.40080733935197,0.029559962409177912,0.8643707171281807,0.025246502417632218,34.237246999999996,-3.5427823694662672,0.04213514479197243,-8.685808339700548,0.05546970977702791,-0.07892846,0.048358932,-0.02883318,-0.15607335,0.21434939,-0.19847219,-0.051725007999999996,-0.15679010000000002,-0.116965435,-0.07864462,151.6538,0.0,0.0,False,False,16811.83442424035,10.917016846460998,15.124328,8930.840983638878,29.623170758212883,15.474157,11775.076314664468,30.703033573322248,14.584511,0.88964653,0.34982967,0.53981686,0.0,,NOT_AVAILABLE,79.24250480491008,11.980648971948836,314.6524584585528,66.10122960088121,5445.85,5070.0,5805.0,0.145,0.017,0.32,0.075,0.0077,0.1633,1.0739226,0.94514817,1.2390488000000002,0.91391,0.8461815,0.98163843,1120.2718033220401,1089.21835257384,1153.11324491974,1146.20621470288,1,1,9716502,2MASS J19373252+4624030,294.3855,46.400859999999994,15.033,6573,160,-297,PHO1,4.308,0.067,-0.21600000000000003,KIC0,0.36,0.1,-0.3,KIC0,1.382,0.47200000000000003,-0.18899999999999997,1.4140000000000001,0.17800000000000002,-0.17800000000000002,DSEP,0,0,0,14.01,13.673,13.583,none,0.20055839548251414,3965.0,9716502,19 37 32.52,+46 24 03.1,15.44,14.99,9.72,0.22,6,SM ,Simbad,294.3855,46.400861111111105,9.72,0.8896460000000008,1.1
