,Unnamed: 0,Unnamed: 0.1,source_id_rebull,EPIC,ra_rebull,dec_rebull,G,G_err,bp,rp,parallax_rebull,parallax_err,BP_err,RP_err,Name,Mass,r'mag,Kmag,Prot1,Pw1,Q1,Clean?,Sig,Prot2,Pw2,Q2,MP?,SE?,Bl?,Bin?,RawAmp,SmAmp,P,Kpmag,PrCat,PCat,All,2M,Simbad,_RA,_DE,prot,designation,source_id,gaia_ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_primary_flag,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,phot_variable_flag,l,b,ecl_lon,ecl_lat,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,epic_number,ra_epic,dec_epic,r_est,r_lo,r_hi,r_length_prior,r_result_flag,r_modality_flag,tm_name,k2_campaign_str,k2_type,k2_lcflag,k2_scflag,k2_teff,k2_tefferr1,k2_tefferr2,k2_logg,k2_loggerr1,k2_loggerr2,k2_metfe,k2_metfeerr1,k2_metfeerr2,k2_rad,k2_raderr1,k2_raderr2,k2_mass,k2_masserr1,k2_masserr2,k2_kepmag,k2_kepmagerr,k2_kepmagflag,k2c_disp,k2c_note,k2_gaia_ang_dist,period,bprp,age_gyr
953,631,20103,663726280078225152,211966707,126.57256139601792,19.726525102318664,16.81095,0.002,18.363962,15.585851000000002,5.019696014598224,0.10192511245910127,0.2,0.01,AD 0839,0.26,17.48,12.98,9.25,0.5704,0,Y,0.007509999999999999,       ,       , ,N,Y,N,    ,0.03896,1.69295,2,16.94,0,2,All,2M,Simbad,126.572728,19.72661,9.25,Gaia DR2 663726280078225152,6.637262800782252e+17,2015.5,126.5725613960179,0.08234080402504783,19.726525102318664,0.04927523696215138,5.019696014598224,0.10192511245910126,49.248863220214844,-31.489367412983746,0.16349372719840174,-12.810992552512886,0.10351737846238189,-0.3417802155017853,0.11835508048534393,-0.022087957710027695,0.24849756062030792,-0.005051771644502878,0.23558169603347778,-0.03905288502573967,0.44929319620132446,-0.25775235891342163,-0.2872329354286194,424.0975036621094,0.3385023535119189,4.524407058952915,0.0,0.0,3556.0376130667087,3.147779934007375,16.810949325561523,623.692135544541,8.974529312398545,18.363962173461914,4681.958756981054,16.969171687026467,15.585850715637207,2.778111457824707,1.5530128479003906,1.2250986099243164,0.0,,NOT_AVAILABLE,204.4982346162076,29.39442818137841,124.11777483362519,0.5139726976759581,3922.655029296875,3435.62744140625,4128.7998046875,0.7390000224113464,0.5630000233650208,0.8202999830245972,0.41499999165534973,0.2924000024795532,0.4681999981403351,,,,,,,211966707.0,126.572728,19.72661,198.194244909872,194.238773486067,202.311143773717,417.625035566051,1.0,1.0,2MASS J08261745+1943357,5,STAR,1.0,0.0,3557.0,85.0,-56.0,5.01,0.04,-0.03,0.016,0.1,-0.14,0.26,0.03,-0.03,0.26,0.04,-0.04,16.943,999999.0,gri,N/A,N/A,0.13157888524293251,9.25,2.778111457824707,0.7
954,632,20127,661300993647979776,211967293,130.236052405061,19.73472168698085,11.979385,0.0003,12.433629,11.3867035,5.280225401539204,0.04028821394457708,0.002,0.002,KW349  ,0.95,11.7,10.21,9.11,0.7788,0,Y,0.00822,       ,       , ,N,Y,N,    ,0.009309999999999999,0.41511000000000003,K,11.99,1,2,All,2M,Simbad,130.236213,19.73478,9.11,Gaia DR2 661300993647979776,6.613009936479798e+17,2015.5,130.236052405061,0.03399084061378495,19.734721686980855,0.021117206753432316,5.280225401539204,0.04028821394457708,131.06129455566406,-35.35065537539697,0.07286907297412613,-12.09857653358847,0.04323722900706119,-0.23968826234340668,-0.0353609062731266,-0.08229077607393265,0.21094399690628052,0.10203810781240463,0.17486193776130676,-0.4617699384689331,0.44876420497894287,-0.16405977308750153,-0.15297989547252655,296.23675537109375,0.0,0.0,1.0,0.0,304503.5006068149,111.88369125034265,11.979385375976562,146927.75419486003,230.26635997555482,12.433629035949707,223916.80904172725,262.65272285470274,11.386703491210938,1.0469255447387695,0.45424365997314453,0.592681884765625,0.0,,NOT_AVAILABLE,205.89637277326116,32.62800548199632,127.45764226266789,1.3740011271017418,5060.25,4954.0751953125,5144.2998046875,0.06599999964237213,0.0,0.33399999141693115,0.07150000333786011,0.0,0.16410000622272491,0.8923267722129822,0.8634065389633179,0.9309850335121155,0.4703601002693176,0.4651218354701996,0.47559836506843567,211967293.0,130.236213,19.73478,188.367967490326,186.938410346302,189.819161275302,399.020744813704,1.0,1.0,2MASS J08405669+1944052,5,STAR,1.0,0.0,5182.0,105.0,-84.0,4.55,0.04,-0.05,-0.124,0.21,-0.09,0.8,1.34,-0.05,0.84,0.12,-0.02,11.986,999999.0,gri,N/A,N/A,0.022710943750979023,9.11,1.0469255447387695,0.7
958,634,20146,661338858079663488,211967873,130.88476939521036,19.743763017978694,12.092301,0.0003,12.578686,11.471881,5.606238967763294,0.04326600972979678,0.002,0.002,KW514  ,0.94,12.06,10.22,10.15,0.4024,0,Y,0.00804,       ,       , ,N,Y,N,    ,0.01167,0.43198000000000003,D,12.08,2,2,All,2M,Simbad,130.884927,19.743816,10.15,Gaia DR2 661338858079663488,6.613388580796635e+17,2015.5,130.88476939521036,0.03657868690717702,19.743763017978694,0.023899140132237616,5.606238967763294,0.04326600972979678,129.57606506347656,-37.94200491992912,0.07399059983065885,-13.98605684705202,0.04915627237379278,-0.4590296149253845,-0.10753913223743439,-0.3328979015350342,0.3774661719799042,0.20973773300647736,0.4132038652896881,-0.8141831755638123,0.4244038760662079,-0.049112290143966675,-0.41287142038345337,661.0200805664062,0.0,1.3302393915663202e-15,1.0,0.0,274426.38967715413,123.44804817031869,12.092301368713379,128552.67055087339,146.36416548301645,12.578685760498047,207021.67271430296,177.92945904237192,11.471880912780762,1.1068048477172852,0.48638439178466797,0.6204204559326172,33.739215402011524,0.7550340936556109,NOT_AVAILABLE,206.13707165847774,33.20427303798851,128.0452987122181,1.5407187137158194,5005.05322265625,4949.22509765625,5052.650390625,0.10949999839067459,0.021900000050663948,0.23010000586509705,0.0560000017285347,0.008500000461935997,0.11379999667406082,0.8202053308486938,0.8048250675201416,0.838813841342926,0.38034236431121826,0.3761444091796875,0.384540319442749,211967873.0,130.884927,19.743816,177.470998618319,176.108381807879,178.854483946543,395.886401509533,1.0,1.0,2MASS J08433239+1944378,16,STAR,1.0,0.0,,,,,,,,,,,,,,,,12.083,999999.0,gri,N/A,N/A,0.06002690942554914,10.15,1.1068048477172852,0.7
962,636,20153,661347727189029504,211968029,130.49712535925366,19.745794585392307,15.253603,0.002,16.424727999999998,14.168581,5.312599462226931,0.07525914549494862,0.01,0.01,JS468  ,0.5,15.63,11.89,16.61,0.7436,0,Y,0.00795,       ,       , ,N,N,Y,    ,0.02199,0.95905,P,14.98,0,2,All,2M,Simbad,130.497265,19.745855,16.61,Gaia DR2 661347727189029504,6.613477271890295e+17,2015.5,130.49712535925366,0.05460654640207734,19.745794585392304,0.02768504348161899,5.312599462226932,0.07525914549494862,70.59075164794922,-36.63158551350161,0.11555857518997655,-11.75847440555426,0.05641985610558989,-0.23994725942611694,0.1534971296787262,0.01462051272392273,0.165848970413208,0.23073872923851013,0.2783980965614319,-0.6060597896575928,0.5732240676879883,-0.05835824832320213,-0.2751104235649109,599.3569946289062,0.22300704688346637,7.577967998345207,0.0,0.0,14924.685882075159,9.191978770378853,15.253602981567383,3721.0387976674024,16.45064046302335,16.424728393554688,17271.72114253541,34.01621218272417,14.168581008911133,2.2561473846435547,1.1711254119873047,1.08502197265625,0.0,,NOT_AVAILABLE,205.98487425485496,32.86245216538,127.69229030992533,1.448026878194665,3585.0,3505.0,4227.90966796875,0.3310000002384186,0.22100000083446503,1.1622999906539917,0.16899999976158142,0.12189999967813492,0.48739999532699585,0.5581883788108826,0.40133562684059143,0.5839599370956421,0.04636741802096367,0.044989123940467834,0.0477457121014595,211968029.0,130.497265,19.745855,187.266705692667,184.643975578321,189.963643034346,397.733054633522,1.0,1.0,2MASS J08415935+1944452,5,STAR,1.0,0.0,4053.0,160.0,-128.0,4.81,0.06,-0.06,-0.104,0.15,-0.21,0.46,0.07,-0.06,0.52,0.07,-0.07,14.981,999999.0,JHK,N/A,N/A,0.10098850971121616,16.61,2.2561473846435547,0.7
966,638,20157,661301444622810368,211968088,130.36935419470484,19.746630608891962,10.780605,0.0003,11.111537,10.317378,5.397323334452173,0.04271970673826135,0.002,0.002,KW399  ,1.12,10.78,9.47,7.57,0.3273,0,N,0.0083,       ,       , ,N,Y,Y,conf,0.01115,0.291,K,10.83,1,1,All,2M,Simbad,130.369517,19.746681,7.57,Gaia DR2 661301444622810368,6.613014446228104e+17,2015.5,130.36935419470484,0.0382471090627549,19.746630608891962,0.02054910429862961,5.397323334452173,0.04271970673826135,126.34270477294922,-35.85101550724805,0.08292472873294016,-17.31417991659753,0.04281619029126526,-0.30083373188972473,-0.17810985445976257,0.07897333800792694,0.22339214384555817,0.1830066442489624,0.20357133448123932,-0.5871344208717346,0.3068375885486603,-0.08650891482830048,-0.21434606611728668,734.0946044921875,0.0,0.0,1.0,1.0,918552.6842608438,543.198701995661,10.78060531616211,496524.0711734507,744.2384938018118,11.111536979675293,599538.0721346098,681.197407946068,10.317378044128418,0.794158935546875,0.3309316635131836,0.4632272720336914,33.36487365236773,13.189919686231189,NOT_AVAILABLE,205.93457696677265,32.74986669508139,127.57585353193062,1.4178003678569178,5768.5,5653.0,5864.0,0.09430000185966492,0.025599999353289604,0.1899999976158142,0.04699999839067459,0.019600000232458115,0.08829999715089798,1.1175649166107178,1.0814604759216309,1.1636987924575806,1.2459248304367065,1.2317627668380737,1.2600868940353394,211968088.0,130.369517,19.746681,184.304406282184,182.853668380069,185.777930873359,398.349268184112,1.0,1.0,2MASS J08412869+1944481,16,STAR,1.0,0.0,,,,,,,,,,,,,,,,10.831,999999.0,gri,N/A,N/A,0.08705695511481935,7.57,0.794158935546875,0.7
970,640,20167,661298833282624000,211968228,130.05727677424738,19.748837528770274,15.195505,0.002,16.32508,14.119635999999998,5.5021138114810215,0.060040267069842675,0.01,0.01,KW573  ,0.5,15.16,11.88,21.32,0.3934,0,Y,0.00972,       ,       , ,N,Y,Y,    ,0.01214,0.40365999999999996,2,15.21,1,2,All,2M,Simbad,130.057432,19.748876,21.32,Gaia DR2 661298833282624000,6.61298833282624e+17,2015.5,130.05727677424738,0.046317559230481996,19.748837528770274,0.03335919211960084,5.5021138114810215,0.060040267069842675,91.64039611816406,-35.833594284385576,0.09376237438924949,-12.579129944537735,0.061997695633170355,-0.46044498682022095,-0.0587814599275589,-0.293485164642334,0.3385443091392517,-0.013893313705921173,0.23867382109165192,-0.46010735630989075,0.5833837985992432,-0.2638459801673889,-0.4212936758995056,249.51025390625,0.12905084499301858,1.7415217056444372,0.0,0.0,15745.0527675257,11.363165074514097,15.195505142211914,4078.711380159976,30.77116272787167,16.32508087158203,18068.147825128748,30.724072043194106,14.119635581970215,2.2054452896118164,1.1295757293701172,1.0758695602416992,0.0,,NOT_AVAILABLE,205.81165424808043,32.47498913564271,127.2913374387567,1.3444775264124074,4034.39990234375,3542.0,4880.4599609375,0.22100000083446503,0.0925000011920929,0.4375,0.12200000137090683,0.05040000006556511,0.20999999344348907,,,,,,,211968228.0,130.057432,19.748876,180.828396823519,178.871323520443,182.827986636026,399.867898305539,1.0,1.0,2MASS J08401378+1944559,16,STAR,1.0,0.0,,,,,,,,,,,,,,,,15.213,999999.0,gri,N/A,N/A,0.0637087236586127,21.32,2.2054452896118164,0.7
974,642,20178,661486158278348160,211968460,132.12724280277618,19.751947587080732,18.964933,0.01,20.538387,17.554205,5.704226573608882,0.3454373596052635,0.2,0.2,       ,0.15,19.97,14.56,0.79,0.0782,0,Y,0.007109999999999999,       ,       , ,N,N,M,    ,0.03092,0.55332,2,17.81,0,1,All,2M,Simbad,132.127405,19.75202,0.79,Gaia DR2 661486158278348160,6.614861582783482e+17,2015.5,132.12724280277618,0.26964924523746026,19.751947587080725,0.17386321308581137,5.704226573608883,0.3454373596052635,16.5130558013916,-38.221579405145015,0.546687461033409,-13.53184463127295,0.34701702118362565,-0.5456677079200745,-0.32364240288734436,-0.3080422282218933,0.34479862451553345,0.3287738859653473,0.4430389702320099,-0.6442795991897583,0.48980802297592163,-0.1985623687505722,-0.5708359479904175,401.3501281738281,0.5505552077890047,1.1164803108961907,0.0,0.0,489.0723636314033,1.00442428584165,18.964933395385742,84.17831693797913,9.422012326837898,20.538387298583984,763.9868222195878,9.76571874643643,17.5542049407959,2.984182357788086,1.5734539031982422,1.4107284545898438,0.0,,NOT_AVAILABLE,206.60998110282748,34.305625353191694,129.17163916768226,1.8570051329137467,,,,,,,,,,,,,,,,211968460.0,132.127405,19.75202,175.414857795007,165.138108098656,187.029946339927,390.267707343848,1.0,1.0,2MASS J08483057+1945072,5,STAR,1.0,0.0,3789.0,495.0,-309.0,4.92,0.14,-0.17,-0.167,0.2,-0.28,0.31,0.16,-0.11,0.34,0.22,-0.16,17.813,999999.0,JHK,N/A,N/A,0.0665871317200627,0.79,2.984182357788086,0.7
975,643,20199,661313363154337280,211968779,129.77115621443772,19.75729969632813,17.096947,0.01,18.68541,15.823269,5.2905414581216785,0.19983200411840096,0.2,0.01,HSHJ248,0.24,17.88,13.16,17.18,0.5578,0,Y,0.00733,       ,       , ,N,Y,N,    ,0.04213,1.56924,2,17.27,0,2,All,2M,Simbad,129.77133600000002,19.757338,17.18,Gaia DR2 661313363154337280,6.613133631543373e+17,2015.5,129.77115621443772,0.14030558962829945,19.757299696328126,0.10250544139814197,5.29054145812168,0.19983200411840096,26.474945068359375,-37.18862252554642,0.305077824623997,-12.575154834849872,0.19071227892895118,-0.5564659833908081,-0.5164349675178528,-0.5295404195785522,0.5976961851119995,0.46222352981567383,0.5820770859718323,-0.6874667406082153,0.7916098833084106,-0.5641441941261292,-0.6368396282196045,296.78997802734375,0.49409070463307736,5.8223195440878435,0.0,1.0,2732.5477836969058,3.3116001582373205,17.096946716308594,463.86479776562163,7.836154701984587,18.685409545898438,3762.362289349699,9.967835133450997,15.82326889038086,2.862140655517578,1.5884628295898438,1.2736778259277344,0.0,,NOT_AVAILABLE,205.6919493728727,32.22527053424623,127.0287467376768,1.2839118291765947,,,,,,,,,,,,,,,,211968779.0,129.771336,19.757338,188.393903871575,181.50024016406,195.821678781967,401.261656130369,1.0,1.0,2MASS J08390512+1945264,5,STAR,1.0,0.0,3586.0,104.0,-125.0,5.03,0.04,-0.04,-0.054,0.14,-0.1,0.25,0.04,-0.04,0.25,0.05,-0.05,17.271,999999.0,gri,N/A,N/A,0.0657341276213624,17.18,2.862140655517578,0.7
979,645,20222,664292322407994624,211969273,129.61539892304302,19.765411750867013,15.2034,0.002,16.398315,14.108184,5.098490266205426,0.23140329380179764,0.01,0.01,JS232  ,0.54,15.59,11.77,17.27,0.8985,0,Y,0.008159999999999999,       ,       , ,N,N,N,cand,0.05345,2.45905,2,14.9,0,2,All,2M,Simbad,129.615552,19.765452,17.27,Gaia DR2 664292322407994624,6.642923224079946e+17,2015.5,129.61539892304302,0.1496031256446574,19.765411750867013,0.08971434566518834,5.098490266205426,0.23140329380179764,22.032920837402344,-36.138243824993054,0.3106538993422807,-12.22740734324375,0.1751677184377917,-0.4410664141178131,-0.48946619033813477,-0.25178852677345276,0.44872555136680603,0.3088077902793884,0.364565372467041,-0.30556535720825195,0.7337985038757324,-0.5141489505767822,-0.5335132479667664,1391.434814453125,0.7630875516450254,60.97302420046452,0.0,0.0,15630.991152832925,18.957136012743877,15.203399658203125,3812.666023405034,17.34788676308983,16.3983154296875,18259.740656121172,40.347535151080564,14.108183860778809,2.2901315689086914,1.194915771484375,1.0952157974243164,0.0,,NOT_AVAILABLE,205.62297338910423,32.09057460685698,126.88487719828012,1.2545084639122266,3485.0,3438.0,3849.02734375,1.1820000410079956,0.743399977684021,1.7121000289916992,0.5680000185966492,0.3619000017642975,0.8162999749183655,0.6545007228851318,0.5365543365478516,0.6725180745124817,0.05692802742123604,0.05173029750585556,0.062125757336616516,211969273.0,129.615552,19.765452,195.632054447446,187.084025663545,204.983082563869,402.017562274734,1.0,1.0,2MASS J08382772+1945556,16,STAR,1.0,0.0,,,,,,,,,,,,,,,,14.904,999999.0,JHK,N/A,N/A,0.06096378054478462,17.27,2.2901315689086914,0.7
983,647,20236,661339790089527168,211969494,130.83398346141772,19.76898165873966,10.636115,0.0003,10.950949,10.18515,6.427649162857525,0.08620278646694549,0.002,0.002,KW508  ,1.15,10.63,9.36,6.38,0.8435,0,Y,0.00812,       ,       , ,N,Y,N,conf,0.025580000000000002,1.08499,K,10.66,1,1,All,2M,Simbad,130.834134,19.769041,6.38,Gaia DR2 661339790089527168,6.613397900895272e+17,2015.5,130.83398346141772,0.06654189734188265,19.76898165873966,0.03888391852049211,6.427649162857525,0.08620278646694549,74.56428527832031,-34.97335380619068,0.13343731074705903,-13.420323304263363,0.07175276200154297,-0.6833044290542603,-0.6259120106697083,-0.6949049234390259,0.5571335554122925,0.5964359641075134,0.701324999332428,-0.8405351638793945,0.7510415315628052,-0.3819778561592102,-0.6207414269447327,1159.78857421875,0.0865887437006869,3.995516057403249,1.0,0.0,1049301.3512436592,560.9124866398608,10.636115074157715,575672.8511550496,1060.0640010328584,10.950948715209961,677185.6824922923,889.5858860804151,10.185150146484375,0.7657985687255859,0.3148336410522461,0.45096492767333984,34.186513544931216,0.6708410678448745,NOT_AVAILABLE,206.08912974066493,33.168069644954606,127.99256587127776,1.5526253297862944,5875.0,5706.0,5939.0,0.03200000151991844,0.014700000174343586,0.15399999916553497,0.026499999687075615,0.007899999618530273,0.08649999648332596,0.9640694856643677,0.943403422832489,1.0220227241516113,0.9975688457489014,0.9811219573020935,1.014015793800354,211969494.0,130.834134,19.769041,154.923539694913,152.866019537255,157.036183738704,396.081183782184,1.0,1.0,2MASS J08432019+1946086,5,STAR,1.0,0.0,6005.0,97.0,-97.0,4.25,0.14,-0.24,0.012,0.12,-0.18,1.27,0.45,-0.21,1.13,0.1,-0.09,10.663,999999.0,gri,N/A,N/A,0.032577078311114005,6.38,0.7657985687255859,0.7
987,649,20252,664292459846946560,211969807,129.6366593712638,19.77372018233687,15.395498000000002,0.002,16.567148,14.312060999999998,5.257328187591893,0.10842053561067068,0.01,0.01,JS237  ,0.46,15.88,12.01,17.08,0.1358,1,Y,0.008320000000000001,       ,       , ,N,Y,N,    ,0.0089,0.3336,P,15.15,0,2,All,2M,Simbad,129.63675600000002,19.773829,17.08,Gaia DR2 664292459846946560,6.642924598469466e+17,2015.5,129.6366593712638,0.07054130572254874,19.77372018233687,0.04082703816152408,5.257328187591894,0.10842053561067069,48.490150451660156,-34.40211131510676,0.1451373801891895,-12.81976995520342,0.08016971553289504,-0.44450098276138306,-0.5089366436004639,-0.2737608551979065,0.47553953528404236,0.3284461796283722,0.38807016611099243,-0.3918892443180084,0.7349643707275391,-0.5373705625534058,-0.5472303032875061,313.2750244140625,0.25253952261444246,5.940697060004149,0.0,0.0,13096.2516846212,7.311493178434428,15.395498275756836,3263.5909180191784,15.43367195464502,16.567148208618164,15133.63735243065,26.292774344891388,14.312061309814453,2.255086898803711,1.1716499328613281,1.0834369659423828,0.0,,NOT_AVAILABLE,205.62195728097842,32.11222140719727,126.90212559097691,1.26762188876032,3528.333251953125,3514.0,4007.603515625,0.23770000040531158,0.08460000157356262,0.6485999822616577,0.1517000049352646,0.049400001764297485,0.361299991607666,0.5572875738143921,0.43196550011634827,0.5618430972099304,0.043364252895116806,0.04153081402182579,0.04519769176840782,211969807.0,129.636756,19.773829,189.289041741691,185.452277009783,193.284937775417,401.894443356153,1.0,1.0,2MASS J08383283+1946256,16,STAR,1.0,1.0,,,,,,,,,,,,,,,,15.149,999999.0,JHK,CONFIRMED,N/A,0.28222389494064415,17.08,2.255086898803711,0.7
991,651,20264,661310756111835392,211970147,130.05589533366577,19.778751895941074,12.846568,0.0003,13.4429865,12.127259,5.286158252785524,0.057261608553929165,0.01,0.002,KW267  ,0.78,12.43,10.64,11.6,0.7588,0,Y,0.00823,       ,       , ,N,Y,N,    ,0.02396,1.21086,S,12.87,0,2,All,2M,Simbad,130.056046,19.77881,11.6,Gaia DR2 661310756111835392,6.613107561118354e+17,2015.5,130.05589533366575,0.039141693031915,19.778751895941074,0.027735970518432698,5.286158252785524,0.057261608553929165,92.31592559814453,-34.959111928060935,0.08626598893323323,-13.24541112354711,0.051666771575690745,-0.38243284821510315,-0.20081572234630585,-0.28320789337158203,0.1902579516172409,0.08646129816770554,0.1588977575302124,-0.2095959633588791,0.670592188835144,-0.31111568212509155,-0.45617130398750305,279.33343505859375,0.0,0.0,1.0,0.0,136999.5652221711,75.98931454849378,12.84656810760498,57991.018633152984,168.62247717027222,13.442986488342285,113204.61494754793,173.53768612958706,12.127259254455566,1.3157272338867188,0.5964183807373047,0.7193088531494141,34.60486017796529,1.6616148720518389,NOT_AVAILABLE,205.7778460722033,32.484108821544254,127.28241836354553,1.373061689251525,4946.93994140625,4708.22021484375,5037.0,0.34200000762939453,0.1120000034570694,0.5232999920845032,0.15600000321865082,0.023000000044703484,0.2092999964952469,0.6332247257232666,0.6107834577560425,0.699065089225769,0.21635004878044128,0.21295416355133057,0.219745934009552,211970147.0,130.056046,19.77881,188.174559685681,186.153169764039,190.239528664806,399.814959034404,1.0,1.0,2MASS J08401345+1946436,5,STAR,1.0,0.0,4576.0,72.0,-54.0,4.67,0.03,-0.04,0.02,0.12,-0.21,0.65,0.04,-0.04,0.73,0.03,-0.05,12.872,999999.0,gri,CONFIRMED,N/A,0.031704419723173324,11.6,1.3157272338867188,0.7
995,653,20282,661313504890920448,211970427,129.79092405464328,19.782984296079515,14.967959,0.002,16.286259,13.81176,5.2834814142701125,0.14939621772437342,0.01,0.01,KW563  ,0.6,15.18,11.35,4.38,0.3384,0,Y,0.007559999999999999,       ,       , ,N,Y,N,cand,0.01198,0.42894,P,15.07,0,2,All,2M,Simbad,129.79105900000002,19.783027,4.38,Gaia DR2 661313504890920448,6.613135048909204e+17,2015.5,129.79092405464328,0.09747045018654232,19.782984296079515,0.06439749507878376,5.283481414270112,0.14939621772437342,35.365562438964844,-34.72183188918799,0.20942030449391413,-14.534834372197105,0.12360961063006332,-0.5167534351348877,-0.5152357220649719,-0.40527862310409546,0.40843990445137024,0.43634217977523804,0.4584142863750458,-0.4305179715156555,0.7515576481819153,-0.4410364627838135,-0.565319299697876,1042.860107421875,0.5282991283817334,36.1969346330354,0.0,0.0,19416.12212289602,12.269406051978248,14.9679594039917,4227.1906243974945,34.9305095152765,16.286258697509766,23991.874103248192,78.04975468380196,13.811759948730469,2.474498748779297,1.3182992935180664,1.1561994552612305,0.0,,NOT_AVAILABLE,205.67107443636922,32.25161435130574,127.04020047561409,1.3134860946673332,3851.65234375,3332.75,4651.087890625,,,,,,,0.505111038684845,0.34639525413513184,0.6746454238891602,0.05058908089995384,0.047689251601696014,0.05348891019821167,211970427.0,129.791059,19.783027,188.464287530171,183.261052507821,193.965974811336,401.110805620972,1.0,1.0,2MASS J08390986+1946589,5,STAR,1.0,1.0,3881.0,139.0,-93.0,4.87,0.05,-0.05,-0.017,0.08,-0.12,0.41,0.06,-0.05,0.45,0.06,-0.06,15.071,999999.0,gri,N/A,N/A,0.10812214607505562,4.38,2.474498748779297,0.7
999,655,20288,661170637096984960,211970517,131.3594290796601,19.78435296730845,15.381603,0.002,16.779314000000007,14.203718,5.61463125336989,0.08568810061802344,0.01,0.01,AD 3411,0.55,15.98,11.72,0.91,0.3598,0,Y,0.009559999999999999,       ,       , ,N,N,N,    ,0.0063,0.19698,2,14.99,0,2,All,2M,Simbad,131.359604,19.784394,0.91,Gaia DR2 661170637096984960,6.61170637096985e+17,2015.5,131.3594290796601,0.07339786282209931,19.78435296730845,0.043396023040196866,5.614631253369889,0.08568810061802344,65.5240478515625,-35.54795350770988,0.14423727711652048,-13.785706163963745,0.08957809752226423,-0.35061198472976685,-0.160002201795578,-0.19588212668895721,0.2574704587459564,0.1348198801279068,0.26504507660865784,-0.5700345635414124,0.42617496848106384,-0.09579776227474213,-0.32775676250457764,1576.796875,0.5276505739654039,40.35504362084529,0.0,0.0,13264.93203739883,5.993347948100429,15.381603240966797,2684.2894192191293,11.243638054238158,16.779314041137695,16721.70932976383,26.862228975580084,14.203718185424805,2.5755958557128906,1.3977108001708984,1.1778850555419922,0.0,,NOT_AVAILABLE,206.2751863049683,33.637745929472246,128.46597401285203,1.6967987231349788,3547.0,3247.0,4054.400146484375,,,,,,,0.515963613986969,0.39490100741386414,0.615710973739624,0.03796449303627014,0.03676072880625725,0.039168257266283035,211970517.0,131.359604,19.784394,177.254227538069,174.581642037236,180.008398564328,393.611352291686,1.0,1.0,2MASS J08452630+1947040,5,STAR,1.0,0.0,3537.0,106.0,-106.0,5.02,0.04,-0.04,0.053,0.08,-0.1,0.26,0.03,-0.04,0.26,0.04,-0.06,14.995,999999.0,JHK,N/A,N/A,0.0779562166238727,0.91,2.5755958557128906,0.7
1003,657,20290,661310923612365312,211970520,130.01718011409892,19.78438637893781,11.840009,0.0003,12.294485,11.2427225,4.873260766714452,0.30433739818769945,0.002,0.002,KW246  ,1.0,11.43,10.0,10.43,0.8925,0,Y,0.00796,       ,       , ,N,Y,N,conf,0.01995,0.9397200000000001,K,11.83,1,2,All,2M,Simbad,130.017336,19.784456,10.43,Gaia DR2 661310923612365312,6.613109236123653e+17,2015.5,130.01718011409892,0.21998453425842665,19.784386378937807,0.17428728150114836,4.873260766714452,0.30433739818769945,16.012691497802734,-36.284043916890255,0.46976681746717125,-14.623320967870512,0.33133088054365006,-0.32062801718711853,-0.19168323278427124,-0.19101731479167938,0.23037520051002502,0.05904919654130936,0.19027875363826752,-0.19329459965229034,0.5660465955734253,-0.22371739149093628,-0.3716094493865967,11506.8291015625,1.0124418154381996,403.4687431455238,1.0,0.0,346212.4387111518,137.9785583673632,11.840008735656738,167017.27581868353,254.45750056475748,12.294485092163086,255669.44100477756,253.24307350604658,11.242722511291504,1.051762580871582,0.45447635650634766,0.5972862243652344,34.54616030421536,2.8523323837720693,NOT_AVAILABLE,205.75665985623343,32.451868548017266,127.24574861432835,1.3691839277418543,5050.2998046875,4970.0,5090.9052734375,0.35920000076293945,0.17839999496936798,0.5669999718666077,0.15850000083446503,0.0892999991774559,0.2669999897480011,1.0360337495803833,1.0195726156234741,1.0697823762893677,0.6290875673294067,0.5849701166152954,0.6732050180435181,211970520.0,130.017336,19.784456,205.170212781891,192.807014889656,219.195240720667,399.993555681506,1.0,1.0,2MASS J08400416+1947039,16,STAR,1.0,0.0,,,,,,,,,,,,,,,,11.829,999999.0,gri,N/A,N/A,0.041881017202577836,10.43,1.051762580871582,0.7
