,Unnamed: 0,Unnamed: 0.1,source_id_rebull,EPIC,ra_rebull,dec_rebull,G,G_err,bp,rp,parallax_rebull,parallax_err,BP_err,RP_err,Name,Mass,r'mag,Kmag,Prot1,Pw1,Q1,Clean?,Sig,Prot2,Pw2,Q2,MP?,SE?,Bl?,Bin?,RawAmp,SmAmp,P,Kpmag,PrCat,PCat,All,2M,Simbad,_RA,_DE,prot,designation,source_id,gaia_ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_primary_flag,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,phot_variable_flag,l,b,ecl_lon,ecl_lat,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,epic_number,ra_epic,dec_epic,r_est,r_lo,r_hi,r_length_prior,r_result_flag,r_modality_flag,tm_name,k2_campaign_str,k2_type,k2_lcflag,k2_scflag,k2_teff,k2_tefferr1,k2_tefferr2,k2_logg,k2_loggerr1,k2_loggerr2,k2_metfe,k2_metfeerr1,k2_metfeerr2,k2_rad,k2_raderr1,k2_raderr2,k2_mass,k2_masserr1,k2_masserr2,k2_kepmag,k2_kepmagerr,k2_kepmagflag,k2c_disp,k2c_note,k2_gaia_ang_dist,period,bprp,age_gyr
110,87,15811,660918127380096640,211887839,130.87918545932192,18.54846836369724,13.455735999999998,0.002,14.224557,12.606825,5.912273548963403,0.12929680000847585,0.01,0.002,JS536  ,0.74,13.47,10.74,12.9,0.52,0,Y,0.00839,       ,       , ,N,Y,N,    ,0.011040000000000001,0.44001,K,13.45,1,2,All,2M,Simbad,130.879382,18.548525,12.9,Gaia DR2 660918127380096640,6.609181273800966e+17,2015.5,130.87918545932192,0.1156143132526796,18.548468363697236,0.07126674483074168,5.912273548963401,0.12929680000847585,45.72637176513672,-39.763985601590335,0.22568516055169563,-10.061127952664535,0.15251821366982007,-0.46939507126808167,0.08227990567684174,-0.19499263167381287,0.4335583448410034,0.045333072543144226,0.40429264307022095,-0.7834036946296692,0.40716832876205444,0.07571014016866684,-0.4031948447227478,7427.498046875,0.7907066228717321,205.66451237212848,0.0,0.0,78172.10993129521,20.838063763370783,13.45573616027832,28231.407444433327,45.76734763307201,14.224556922912598,72784.37827275488,55.062218652221524,12.60682487487793,1.617732048034668,0.7688207626342773,0.8489112854003906,0.0,,NOT_AVAILABLE,207.46981600956184,32.780895407084316,128.35149396279138,0.3852831828414561,4360.0,4229.0,4590.85498046875,0.4740000069141388,0.2578999996185303,0.7372999787330627,0.23800000548362732,0.1298999935388565,0.35179999470710754,0.6082833409309387,0.5486453771591187,0.6465520858764648,0.12046267092227936,0.11509951204061508,0.12582583725452423,211887839.0,130.879382,18.548525,168.439971055768,164.821108063365,172.218328822476,398.107147857962,1.0,1.0,2MASS J08433105+1832547,5,STAR,1.0,0.0,4179.0,152.0,-127.0,4.76,0.04,-0.05,-0.04,0.12,-0.12,0.52,0.05,-0.03,0.59,0.05,-0.04,13.451,999999.0,gri,N/A,N/A,0.07254986335020203,12.9,1.617732048034668,0.7
114,90,15874,662291383044141824,211889082,127.48762905116146,18.56663655884311,14.674445,0.002,15.808014000000002,13.610744,5.691986319779176,0.1089878253890161,0.01,0.01,AD 1296,0.6,15.0,11.3,12.37,0.5341,0,Y,0.007790000000000001, 1.8731, 0.1045,0,Y,N,N,cand,0.02988,1.08477,2,14.69,1,2,All,2M,Simbad,127.48776399999998,18.566675,12.37,Gaia DR2 662291383044141824,6.622913830441418e+17,2015.5,127.48762905116146,0.09032058582139443,18.566636558843108,0.04991034707556835,5.691986319779176,0.1089878253890161,52.22589111328125,-33.497379378390825,0.18306414275296848,-13.148427564817801,0.1153389192029364,-0.461989164352417,0.040124960243701935,0.17177695035934448,0.25394293665885925,0.06756710261106491,0.19667880237102509,0.07048697769641876,0.5009975433349609,-0.3541862964630127,-0.37852662801742554,2471.85546875,0.583514173762632,75.70535254644524,0.0,0.0,25442.986693178318,19.12397523028315,14.674445152282715,6566.737439321754,24.879193339163756,15.808013916015625,28871.561904385897,62.91854601317558,13.61074447631836,2.1972694396972656,1.1335687637329102,1.0637006759643555,0.0,,NOT_AVAILABLE,206.09955267427446,29.786408497303892,125.23490675653294,-0.4050595556145495,4172.5546875,3658.0,4894.10986328125,1.455299973487854,1.0298999547958374,1.7994999885559082,0.6909999847412109,0.5033000111579895,0.8932999968528748,,,,,,,211889082.0,127.487764,18.566675,174.895342205937,171.598117071435,178.319395483092,415.828749962334,1.0,1.0,2MASS J08295706+1834000,5,STAR,1.0,0.0,3982.0,117.0,-117.0,4.84,0.04,-0.05,-0.017,0.08,-0.1,0.45,0.04,-0.05,0.51,0.05,-0.05,14.691,999999.0,gri,N/A,N/A,0.08787450310533806,12.37,2.1972694396972656,0.7
115,91,15915,659661213791017600,211889983,129.19613422802414,18.579647962608007,12.50592,0.0003,13.010677,11.868098,4.991071970808012,0.05214789915432435,0.01,0.002,JS147  ,0.8,12.45,10.59,9.54,0.2069,0,Y,0.00798, 5.0246, 0.1757,1,M,Y,N,    ,0.00539,0.14465,K,12.49,1,2,All,2M,Simbad,129.196286,18.579684,9.54,Gaia DR2 659661213791017600,6.596612137910176e+17,2015.5,129.19613422802414,0.04082184497501381,18.579647962608007,0.027932377414578307,4.991071970808011,0.05214789915432435,95.70993041992188,-33.0884645779201,0.08475812547539635,-10.80539118015426,0.05105803760723515,-0.45239555835723877,-0.4081440567970276,-0.5184792280197144,0.4154907763004303,0.297789067029953,0.3691048324108124,-0.5762892961502075,0.6450642943382263,-0.4799198806285858,-0.44435960054397583,259.69268798828125,0.0,0.0,1.0,0.0,187490.08816379993,55.434824715076395,12.50592041015625,86354.36261236493,149.9148186564913,13.010677337646484,143723.81907333544,186.45750152203348,11.868098258972168,1.1425790786743164,0.5047569274902344,0.637822151184082,35.356859361151365,1.072786849726271,NOT_AVAILABLE,206.76296761089952,31.30185973356839,126.80114618271428,0.007174502862661715,4965.0,4878.759765625,4989.89013671875,0.11919999867677689,0.024000000208616257,0.26159998774528503,0.057999998331069946,0.01899999938905239,0.12710000574588776,0.7772679924964905,0.769533097743988,0.8049898743629456,0.3307602107524872,0.32599759101867676,0.3355228304862976,211889983.0,129.196286,18.579684,199.232802461688,197.168446056671,201.340054572546,406.697969297271,1.0,1.0,2MASS J08364711+1834468,5,STAR,1.0,0.0,5031.0,80.0,-60.0,4.55,0.04,-1.03,-0.203,0.3,-0.3,0.82,2.19,-0.09,0.88,0.07,-0.1,12.492,999999.0,gri,N/A,N/A,0.038082845278438894,9.54,1.1425790786743164,0.7
116,92,15927,660191934309271424,211890182,131.42013967179105,18.58255367104286,18.184969,0.01,19.92096,16.839869,5.3093246271660925,0.20388564153258426,0.2,0.01,AD 3438,0.17,19.13,14.08,2.34,0.0071,0,Y,0.00575,       ,       , ,N,N,N,    ,0.03594,0.49394,2,18.44,0,2,All,2M,Simbad,131.42037,18.582624,2.34,Gaia DR2 660191934309271424,6.601919343092714e+17,2015.5,131.42013967179105,0.17908746770594472,18.58255367104286,0.10955393308328394,5.3093246271660925,0.20388564153258423,26.040699005126953,-35.85745293378288,0.3559980368529344,-11.710362457713412,0.23286280259940603,-0.3757423758506775,-0.18982034921646118,-0.23869512975215912,0.2567891478538513,0.1690354347229004,0.30243492126464844,-0.6627181172370911,0.36553242802619934,-0.06163739785552025,-0.3705025017261505,476.21478271484375,0.65191585206816,4.464387176120663,0.0,0.0,1003.1325888194505,1.4650960183608936,18.184968948364258,148.65218697823167,6.601925090716719,19.92095947265625,1475.097373726255,7.45522917752472,16.839868545532227,3.0810909271240234,1.7359905242919922,1.3451004028320312,0.0,,NOT_AVAILABLE,207.64917971545478,33.272336426523616,128.8375118296512,0.5524095364945774,,,,,,,,,,,,,,,,211890182.0,131.42037,18.582624,187.74330831109,180.762397386379,195.274523901861,395.401916841295,1.0,1.0,2MASS J08454088+1834574,5,STAR,1.0,0.0,3429.0,128.0,-85.0,5.12,0.03,-0.04,-0.133,0.2,-0.2,0.19,0.03,-0.01,0.17,0.03,-0.02,18.437,999999.0,gri,N/A,N/A,0.2410634801824638,2.34,3.0810909271240234,0.7
120,94,15931,659477217391773696,211890216,130.23029939722815,18.58300954661629,13.927447,0.002,14.757279,13.043008,5.313190779986883,0.03507072481139172,0.01,0.01,JS398  ,0.62,13.97,11.13,12.57,0.7626,0,Y,0.00882,       ,       , ,N,Y,Y,    ,0.01431,0.7137399999999999,D,13.91,2,2,All,2M,Simbad,130.230459,18.583064,12.57,Gaia DR2 659477217391773696,6.594772173917737e+17,2015.5,130.23029939722815,0.02746354860478526,18.58300954661629,0.01804750223806319,5.313190779986883,0.03507072481139172,151.4993133544922,-34.76526353818876,0.055676260995541835,-12.035515024898121,0.03473066488774266,-0.5168720483779907,-0.43293923139572144,-0.40152841806411743,0.32783836126327515,0.4286128878593445,0.3815482258796692,-0.5752021670341492,0.5615668296813965,-0.3339180648326874,-0.44276368618011475,191.14474487304688,0.0,1.2345601668444868e-15,1.0,0.0,50625.278924817445,19.355520291551326,13.927447319030762,17283.968995690277,33.46378774224497,14.757279396057129,48704.01194828791,49.80975982890939,13.043007850646973,1.7142715454101562,0.8298320770263672,0.8844394683837891,0.0,,NOT_AVAILABLE,207.1716383896754,32.21847177635253,127.7483620139943,0.2595630392107214,4113.0,3992.27001953125,4227.70361328125,0.3257000148296356,0.06889999657869339,0.8550999760627747,0.12200000137090683,0.022600000724196434,0.3260999917984009,0.6537626385688782,0.6187688708305359,0.6939013004302979,0.11019700020551682,0.10849329084157944,0.1119007095694542,211890216.0,130.230459,18.583064,187.201494857302,185.971207022571,188.447874940366,401.314988133235,1.0,1.0,2MASS J08405531+1834592,16,STAR,1.0,0.0,,,,,,,,,,,,,,,,13.907,999999.0,gri,N/A,N/A,0.011090119231147822,12.57,1.7142715454101562,0.7
124,96,15963,660928259206807808,211890774,130.63340264327618,18.591062301602424,15.129478,0.002,16.267454,14.064975,5.447009541920613,0.0447837852254544,0.01,0.01,JS488  ,0.53,15.51,11.79,9.42,0.2428,0,Y,0.0075,       ,       , ,N,N,N,    ,0.00673,0.27355,2,15.16,0,2,All,2M,Simbad,130.633602,18.591136,9.42,Gaia DR2 660928259206807808,6.609282592068078e+17,2015.5,130.6334026432762,0.033970378174973136,18.591062301602424,0.022584680714394987,5.447009541920613,0.0447837852254544,121.62905883789062,-35.82204867692988,0.07356807219141497,-11.840918300270204,0.04436449938198028,-0.42239201068878174,-0.1551198810338974,-0.18789707124233246,0.3584730625152588,0.3617127239704132,0.43133795261383057,-0.7556093335151672,0.6149476766586304,-0.21401551365852356,-0.3882587254047394,499.1848449707031,0.05842593915714728,0.6343408141160651,0.0,1.0,16732.275225091424,6.511389339321422,15.129478454589844,4301.0392659293275,14.323486551237108,16.267454147338867,19001.071752247073,22.33700317565737,14.064974784851074,2.202479362487793,1.1379756927490234,1.0645036697387695,0.0,,NOT_AVAILABLE,207.32398796680943,32.578334485699735,128.11543449206567,0.36591119464627825,3783.92236328125,3548.0,4533.6953125,0.5860000252723694,0.30390000343322754,0.9154000282287598,0.30799999833106995,0.1509000062942505,0.4275999963283539,,,,,,,211890774.0,130.633602,18.591136,182.633573643224,181.140634228071,184.150880286292,399.254229112046,1.0,1.0,2MASS J08423205+1835281,5,STAR,1.0,0.0,3580.0,127.0,-84.0,5.0,0.04,-0.07,0.098,0.06,-0.08,0.28,0.07,-0.03,0.29,0.09,-0.04,15.158,999999.0,gri,N/A,N/A,0.14936882495783096,9.42,2.202479362487793,0.7
128,100,15986,660939258619177984,211891359,131.15040160310713,18.59914477512126,13.747875,0.002,14.728132999999998,12.767019,5.429704456885368,0.02688657294809803,0.01,0.002,JS571  ,0.78,13.89,10.65,12.84,0.7207,0,Y,0.00825,       ,       , ,N,N,N,cand,0.02443,1.06266,K,13.8,1,2,All,2M,Simbad,131.150584,18.599205,12.84,Gaia DR2 660939258619177984,6.60939258619178e+17,2015.5,131.15040160310713,0.021848518938753312,18.59914477512126,0.013062655762484521,5.429704456885368,0.02688657294809803,201.94854736328125,-36.97672337365785,0.04574846846774336,-11.868399637856541,0.0270387381970481,-0.31990736722946167,-0.06432884186506271,-0.08788901567459106,0.19229745864868164,0.18614462018013,0.2542242705821991,-0.5935606360435486,0.4324721395969391,-0.042332183569669724,-0.31057342886924744,391.63262939453125,0.037093237469745056,0.433089796448774,1.0,0.0,59730.53254298752,37.43245711125662,13.747875213623047,17754.2375966061,61.83082882147161,14.728133201599121,62800.07651907227,125.9284522037305,12.767019271850586,1.9611139297485352,0.9802579879760742,0.9808559417724609,0.0,,NOT_AVAILABLE,207.52226804482513,33.0392054849986,128.58644698460768,0.5013157255717808,3849.0,3725.0,4388.8046875,,,,,,,0.8640439510345459,0.6645675897598267,0.9225270748138428,0.14762437343597412,0.1457984894514084,0.14945025742053986,211891359.0,131.150584,18.599205,183.200487691286,182.295737253542,184.114102181755,396.67652221092,1.0,1.0,2MASS J08443613+1835570,5,STAR,1.0,0.0,3839.0,38.0,-38.0,4.88,0.02,-0.02,0.103,0.08,-0.1,0.41,0.01,-0.01,0.46,0.01,-0.01,13.801,999999.0,gri,N/A,N/A,0.0591550725845486,12.84,1.9611139297485352,0.7
129,101,15999,660225160176260992,211891774,131.95343538529193,18.605374998521366,16.733366,0.002,18.412056,15.451962,5.347743154166274,0.10864237851393746,0.2,0.01,JS761  ,0.29,17.29,12.77,0.59,0.1059,0,N,0.006370000000000001,       ,       , ,M,M,N,    ,0.013519999999999999,0.03011,2,16.91,0,1,All,2M,Simbad,131.953588,18.605438,0.59,Gaia DR2 660225160176260992,6.60225160176261e+17,2015.5,131.95343538529193,0.08030715589952722,18.605374998521366,0.05027161831762961,5.347743154166274,0.10864237851393746,49.22336196899414,-38.06735928357344,0.16693187748355717,-12.38048036326649,0.10067932200358484,-0.39520904421806335,-0.19550611078739166,-0.08540588617324829,0.21081426739692688,0.2159331738948822,0.2728438079357147,-0.534105122089386,0.5756210088729858,-0.18092986941337585,-0.41055235266685486,425.1099853515625,0.30401750816215106,4.061485531906623,0.0,0.0,3819.4447136629337,3.2613842380075404,16.733366012573242,596.668666605351,10.029664341222833,18.41205596923828,5296.428964897046,14.397201900161013,15.4519624710083,2.9600934982299805,1.678689956665039,1.2814035415649414,0.0,,NOT_AVAILABLE,207.83833723136027,33.75310274097532,129.3189521577726,0.7081418880250554,4619.0400390625,4022.89501953125,4869.58984375,1.194000005722046,0.7368999719619751,1.6676000356674194,0.6790000200271606,0.4300000071525574,0.9319999814033508,,,,,,,211891774.0,131.953588,18.605438,186.102237871576,182.384914914872,189.971404354739,392.859626958878,1.0,1.0,2MASS J08474886+1836195,5,STAR,1.0,0.0,3381.0,146.0,-53.0,5.11,0.03,-0.06,-0.044,0.12,-0.12,0.19,0.04,-0.01,0.17,0.05,-0.01,16.912,999999.0,gri,N/A,N/A,0.07763524276162974,0.59,2.9600934982299805,0.7
130,102,16017,659488349947010176,211891961,130.07095139638895,18.60823001231182,17.299139,0.01,18.906635,16.01531,5.3859630294482015,0.19513859045813547,0.2,0.01,HSHJ310,0.22,18.09,13.35,1.59,0.0835,0,Y,0.007359999999999999,       ,       , ,N,Y,N,    ,0.02766,0.9147,2,17.5,0,2,All,2M,Simbad,130.071126,18.608282,1.59,Gaia DR2 659488349947010176,6.594883499470102e+17,2015.5,130.07095139638895,0.13300268476565166,18.60823001231182,0.08969625480379755,5.3859630294482015,0.19513859045813547,27.600706100463867,-37.246821906987236,0.2800466400287798,-11.779219258864554,0.1692500761642054,-0.516164243221283,-0.4615616202354431,-0.27453452348709106,0.19701768457889557,0.48633766174316406,0.36092066764831543,-0.2612561583518982,0.6169667840003967,-0.2842108905315399,-0.5224936604499817,249.6646728515625,0.4080590740847287,3.3393820796679075,0.0,0.0,2268.2489239750785,2.567066767903614,17.29913902282715,378.3566454912693,13.55976118970111,18.906635284423828,3152.4206528055147,16.391380594232213,16.015310287475586,2.891324996948242,1.6074962615966797,1.2838287353515625,0.0,,NOT_AVAILABLE,207.08016726262144,32.08637926855298,127.59591522641003,0.24520259099248018,,,,,,,,,,,,,,,,211891961.0,130.071126,18.608282,185.044235439863,178.540463309178,192.030535023726,402.081923830418,1.0,1.0,2MASS J08401707+1836298,5,STAR,1.0,0.0,3517.0,104.0,-104.0,5.06,0.05,-0.04,-0.09,0.18,-0.18,0.22,0.02,-0.04,0.21,0.04,-0.04,17.505,999999.0,gri,N/A,N/A,0.01894826793439894,1.59,2.891324996948242,0.7
134,106,16035,660230348496832128,211892240,132.09373744008982,18.612387577400177,15.861176,0.002,17.169027,14.7172365,5.311321687609054,0.06019999070537066,0.2,0.01,       ,0.38,16.35,12.32,21.32,0.8032,0,Y,0.00812,       ,       , ,N,N,Y,    ,0.02982,1.24416,2,15.42,0,1,All,2M,Simbad,132.093862,18.612418,21.32,Gaia DR2 660230348496832128,6.602303484968321e+17,2015.5,132.09373744008985,0.050573174245213987,18.612387577400177,0.030092049016336452,5.311321687609054,0.06019999070537066,88.22795104980469,-36.89044259362428,0.1051377211997177,-11.326104080654424,0.061406745914031176,-0.23913781344890594,-0.01931874081492424,-0.12377173453569412,0.14660727977752686,0.16066867113113403,0.15859726071357727,-0.6132420897483826,0.4577937722206116,-0.1517883539199829,-0.19728496670722961,532.9976196289062,0.22749055009029173,5.230287166399433,0.0,0.0,8528.56949576152,5.166180527337312,15.861175537109375,1874.753469677001,10.86422049281126,17.16902732849121,10420.139987870652,15.285136166067048,14.717236518859863,2.4517908096313477,1.307851791381836,1.1439390182495117,0.0,,NOT_AVAILABLE,207.8870266654337,33.87996087285488,129.44526009453287,0.7503113836306367,3593.017578125,3353.5,3943.046630859375,0.3422999978065491,0.3230000138282776,0.8001000285148621,0.1850000023841858,0.1378999948501587,0.4510999917984009,,,,,,,211892240.0,132.093862,18.612418,187.290878814666,185.18669385013,189.442555733288,392.20881629098,1.0,1.0,2MASS J08482253+1836448,5,STAR,1.0,0.0,3640.0,107.0,-128.0,5.0,0.1,-0.04,-0.045,0.15,-0.15,0.28,0.04,-0.08,0.29,0.06,-0.1,15.418,999999.0,JHK,N/A,N/A,0.1610029927385893,21.32,2.4517908096313477,0.7
135,107,16049,659485807326329600,211892510,129.918980922173,18.61625721828641,17.083097,0.01,18.806831,15.775610999999998,5.284283108294338,0.1573246342898869,0.2,0.01,HSHJ282,0.26,17.9,13.0,1.42,0.0478,0,Y,0.0059299999999999995, 0.4121, 0.0091,0,Y,N,N,    ,0.02425,0.91627,2,17.28,0,2,All,2M,Simbad,129.919161,18.616325,1.42,Gaia DR2 659485807326329600,6.594858073263296e+17,2015.5,129.918980922173,0.1206374795725975,18.61625721828641,0.08101656755545195,5.284283108294339,0.1573246342898869,33.588401794433594,-35.09513603889338,0.2590042870750433,-11.546484338861092,0.15721039255337396,-0.38026535511016846,-0.1184704452753067,0.10828104615211487,0.2203080803155899,0.07023606449365616,0.18284988403320312,-0.17073851823806763,0.5505702495574951,-0.2597758173942566,-0.41390061378479004,416.3576354980469,0.5699931001604228,8.144888612205584,0.0,0.0,2767.62459448428,2.8123471591515905,17.083097457885742,414.78476100826566,14.329845368085747,18.80683135986328,3931.1845766599913,15.972617748737775,15.77561092376709,3.0312204360961914,1.723733901977539,1.3074865341186523,0.0,,NOT_AVAILABLE,207.01070153752443,31.95470527760061,127.45462577180155,0.2161420367192956,,,,,,,,,,,,,,,,211892510.0,129.919161,18.616325,188.461053856497,182.989510775816,194.263614361667,402.849024673922,1.0,1.0,2MASS J08394059+1836587,5,STAR,1.0,0.0,3440.0,69.0,-55.0,5.08,0.07,-0.04,-0.068,0.16,-0.28,0.2,0.03,-0.04,0.19,0.04,-0.04,17.283,999999.0,gri,N/A,N/A,0.09583786048948494,1.42,3.0312204360961914,0.7
136,112,16114,659488826687020672,211893704,130.0798756916228,18.633994932994337,18.636337,0.01,20.065718,17.194226999999998,5.105933351214026,0.32982663630888204,0.2,0.2,HSHJ312,0.16,19.61,14.3,0.78,0.394,0,Y,0.00746,       ,       , ,N,M,N,    ,0.07077,2.16358,2,18.79,0,2,All,2M,Simbad,130.08004,18.634039,0.78,Gaia DR2 659488826687020672,6.594888266870207e+17,2015.5,130.0798756916228,0.24653949887617418,18.633994932994337,0.176313964993063,5.105933351214026,0.329826636308882,15.480657577514648,-36.821376673055184,0.5181307816484705,-12.612440100244797,0.36266072569544516,-0.4528912901878357,-0.28127896785736084,-0.03559413552284241,-0.0710291713476181,0.2249210923910141,0.013970432803034782,0.117427758872509,0.49943438172340393,-0.13558600842952728,-0.5036820769309998,223.97647094726562,0.675037073906231,1.730715270999581,0.0,0.0,661.9289844321247,1.692645643893152,18.636337280273438,130.0973419238645,11.18902979670436,20.065717697143555,1064.3319139609723,11.485332814200364,17.19422721862793,2.871490478515625,1.4293804168701172,1.4421100616455078,0.0,,NOT_AVAILABLE,207.05531472398175,32.103469335723396,127.59749220900761,0.2722741095667394,,,,,,,,,,,,,,,,211893704.0,130.08004,18.634039,195.975126968485,183.773419732736,209.879385212463,401.984238849628,1.0,1.0,2MASS J08401920+1838025,16,STAR,1.0,0.0,,,,,,,,,,,,,,,,18.79,999999.0,gri,N/A,N/A,0.03824463112705677,0.78,2.871490478515625,0.7
140,114,16131,659674197475355392,211894087,129.83055423957293,18.63954648089561,19.071306,0.01,21.036417,17.639485999999994,5.5572268423592055,0.5142004342800905,0.2,0.2,IZ063  ,0.15,20.11,14.53,1.16,0.1569,0,Y,0.00732,       ,       , ,N,N,M,    ,0.04832,1.6203299999999998,2,17.13,0,1,All,2M,Simbad,129.83072,18.639566,1.16,Gaia DR2 659674197475355392,6.596741974753554e+17,2015.5,129.83055423957293,0.35704554575687714,18.639546480895614,0.2594209571382786,5.5572268423592055,0.5142004342800905,10.807511329650879,-37.02600548346565,0.7852923515463729,-12.453519620405473,0.47920180778091875,-0.5756099224090576,-0.3155048191547394,-0.255020409822464,0.40440917015075684,0.29962804913520813,0.3903160095214844,-0.48883283138275146,0.6851525902748108,-0.43335801362991333,-0.5819140076637268,293.2295227050781,1.0874924857031425,2.779632723112396,0.0,0.0,443.4285824069242,1.2112396376484156,19.071306228637695,53.20940929077191,5.424864338893659,21.03641700744629,706.2740647404884,10.96224835075016,17.63948631286621,3.396930694580078,1.9651107788085938,1.4318199157714844,0.0,,NOT_AVAILABLE,206.9498328133527,31.884743687549243,127.3676622428262,0.21729191901051256,,,,,,,,,,,,,,,,211894087.0,129.83072,18.639566,181.426654824392,165.286027518467,200.99628147055,403.258764362984,1.0,1.0,2MASS J08391937+1838224,5,STAR,1.0,0.0,3734.0,399.0,-285.0,4.97,0.12,-0.16,-0.122,0.2,-0.28,0.28,0.14,-0.1,0.3,0.19,-0.14,17.13,999999.0,J,N/A,N/A,0.1230520725388674,1.16,3.396930694580078,0.7
144,116,16186,659665096441437184,211895099,129.38765841668294,18.654281509580837,10.531589,0.0003,10.842387,10.084978,5.4528326343354925,0.0569535854508296,0.002,0.002,KW541  ,1.17,10.5,9.28,7.31,0.6152,0,Y,0.008159999999999999, 3.6866, 0.2026,1,M,Y,N,    ,0.01,0.47471,D,10.57,2,1,All,2M,Simbad,129.38783,18.654311,7.31,Gaia DR2 659665096441437184,6.596650964414372e+17,2015.5,129.38765841668297,0.0476873851605865,18.654281509580834,0.029538386755236717,5.4528326343354925,0.0569535854508296,95.74169158935547,-36.7999173507638,0.09713776722036775,-12.503317615215735,0.055664452037602626,-0.2672955393791199,-0.3030267059803009,-0.49170783162117004,0.19775211811065674,-0.05970516800880432,0.06883332878351212,-0.30712762475013733,0.4871376156806946,-0.3793328106403351,-0.19716237485408783,294.3044128417969,0.0,0.0,1.0,0.0,1155342.7562519752,611.78137714208,10.531588554382324,636209.5777291439,800.1019833938643,10.842387199401855,742637.2603522124,751.1693465117818,10.084978103637695,0.7574090957641602,0.31079864501953125,0.4466104507446289,34.99516221854489,0.8209027317322614,NOT_AVAILABLE,206.75747326092232,31.498051766849148,126.95799560429043,0.1251219813365726,5890.33349609375,5807.0,6115.6953125,0.12200000137090683,0.026000000536441803,0.21799999475479126,0.05829999968409538,0.013000000268220901,0.10499999672174454,1.1858103275299072,1.1000269651412964,1.2200884819030762,1.5250521898269653,1.5038350820541382,1.5462692975997925,211895099.0,129.38783,18.654311,182.451279200646,180.560494251148,184.381359946325,405.533535181562,1.0,1.0,2MASS J08373307+1839156,5,STAR,1.0,0.0,5993.0,143.0,-143.0,4.25,0.17,-0.24,-0.07,0.15,-0.24,1.28,0.46,-0.25,1.1,0.1,-0.1,10.568,999999.0,gri,N/A,N/A,0.08888532374748681,7.31,0.7574090957641602,0.7
145,117,16228,659668635494494848,211895966,129.26544606712628,18.667302844503137,13.590301,0.002,14.361049,12.74347,5.426339569566225,0.034660329497339215,0.01,0.002,JS165  ,0.67,13.59,10.89,14.73,0.6767,0,Y,0.00894,       ,       , ,N,Y,N,    ,0.0035299999999999997,0.14359,2,13.61,1,2,All,2M,Simbad,129.265612,18.667351,14.73,Gaia DR2 659668635494494848,6.596686354944948e+17,2015.5,129.26544606712628,0.026175120084598713,18.667302844503137,0.018482211720978282,5.426339569566225,0.034660329497339215,156.55764770507812,-36.59705446400305,0.054665519203947695,-13.049142136554257,0.033332020805684655,-0.4640807807445526,-0.3578725755214691,-0.4735870957374573,0.3706265687942505,0.24146856367588043,0.32204481959342957,-0.4865472614765167,0.6469999551773071,-0.46732380986213684,-0.4460093677043915,167.23143005371094,0.0,0.0,1.0,0.0,69059.92271457118,21.703930871013934,13.590300559997559,24896.354324511987,38.40514638221129,14.361048698425293,64177.0529557267,57.676699190845014,12.743470191955566,1.6175785064697266,0.7707481384277344,0.8468303680419922,35.102789672661046,1.9810875385106053,NOT_AVAILABLE,206.6946828375948,31.394578333773914,126.84266469605483,0.1085341805153348,4351.0,4168.36767578125,4480.58642578125,0.49300000071525574,0.24789999425411224,0.7289999723434448,0.24500000476837158,0.11720000207424164,0.35409998893737793,0.626833975315094,0.5911000370979309,0.6829653382301331,0.12686917185783386,0.12496645003557205,0.12877188622951508,211895966.0,129.265612,18.667351,183.318106659828,182.151896724376,184.499076343737,406.145766394708,1.0,1.0,2MASS J08370374+1840025,5,STAR,1.0,0.0,4077.0,49.0,-40.0,4.81,0.04,-0.03,-0.137,0.16,-0.08,0.47,0.04,-0.03,0.53,0.05,-0.02,13.605,999999.0,gri,N/A,N/A,0.028932531241864318,14.73,1.6175785064697266,0.7
