,Unnamed: 0,source_id_douglas,EPIC,ra_douglas,dec_douglas,G,G_err,bp,bp_err,rp,rp_err,parallax_douglas,parallax_err,[RSP2011],HIP,RAJ2000,DEJ2000,2MASS,Kpmag,Mass,Bin,Ap,lc,IPer,IPw,I99.9,Q,mPer,use,K2Per,K2Pw,Amp,Ng,Bl,Lit,Binary,RA_deg,DE_deg,prot,designation,source_id,gaia_ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_primary_flag,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,phot_variable_flag,l,b,ecl_lon,ecl_lat,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,epic_number,ra_epic,dec_epic,r_est,r_lo,r_hi,r_length_prior,r_result_flag,r_modality_flag,tm_name,k2_campaign_str,k2_type,k2_lcflag,k2_scflag,k2_teff,k2_tefferr1,k2_tefferr2,k2_logg,k2_loggerr1,k2_loggerr2,k2_metfe,k2_metfeerr1,k2_metfeerr2,k2_rad,k2_raderr1,k2_raderr2,k2_mass,k2_masserr1,k2_masserr2,k2_kepmag,k2_kepmagerr,k2_kepmagflag,k2c_disp,k2c_note,k2_gaia_ang_dist,period,bprp,age_gyr
10,24,47881811540636800,210718930,65.98657141433695,18.638799059065413,15.481035999999998,0.002,17.249626,0.2,14.19929,0.01,16.829109886495846,0.1008242091844383,  277,     ,04 23 56.6,+18 38 20.1,04235666+1838201,14.61,0.17,0,6.0,det,2.421,0.1032,0.009000000000000001,1,N,corr,2.4191,0.2939,0.0095385,N,N,0,,65.98583333333333,18.638916666666667,2.4191,Gaia DR2 47881811540636800,4.78818115406368e+16,2015.5,65.98657141433695,0.07884734109042608,18.638799059065416,0.03867629728173189,16.829109886495843,0.1008242091844383,166.9153594970703,88.87112320239203,0.18550019950407767,-26.68431161889582,0.13134547642856684,0.1542779803276062,0.21828649938106537,-0.13504983484745026,0.30781954526901245,-0.08865854889154434,0.37581321597099304,-0.49361252784729004,-0.04259364306926727,0.5384331345558167,-0.2802274227142334,698.5067749023438,0.35412134171752085,15.448610149927614,0.0,0.0,12104.076819925484,7.643517810710022,15.481036186218262,1740.6241635607907,9.024832262070168,17.24962615966797,16790.043818908136,24.282493488964427,14.19929027557373,3.0503358840942383,1.768589973449707,1.2817459106445312,0.0,,NOT_AVAILABLE,177.281123185815,-21.11792517603125,67.28729667923194,-2.9270451065700698,3899.8701171875,3475.9697265625,4364.0419921875,0.19599999487400055,0.12120000272989273,0.5946000218391418,0.11900000274181366,0.07400000095367432,0.3490999937057495,,,,,,,210718930.0,65.986159,18.638931,59.3226162719577,58.9672290452066,59.6822360149722,486.23663362882,1.0,1.0,2MASS J04235666+1838201,13,STAR,1.0,0.0,3510.0,105.0,-105.0,5.04,0.07,-0.04,-0.01,0.15,-0.15,0.23,0.05,-0.04,0.22,0.07,-0.05,14.608,999999.0,JHK,N/A,N/A,0.06802491652271889,2.4191,3.0503358840942383,0.7
14,26,47760521664503296,210736105,65.11559001713121,18.89706025744961,14.011935999999999,0.002,15.58325,0.01,12.7943125,0.002,19.75894278623797,0.07109262800440838,  235,     ,04 20 27.6,+18 53 49.9,04202761+1853499,13.28,0.23,0,2.0,det,19.7757,0.0611,0.0107,1,N,corr,20.3105,0.6707,0.0190685,Y,Y,0,,65.11499999999998,18.897194444444445,20.3105,Gaia DR2 47760521664503296,4.77605216645033e+16,2015.5,65.1155900171312,0.06622505360651203,18.897060257449606,0.029350102660974615,19.758942786237967,0.07109262800440837,277.932373046875,104.38820024907652,0.13340749304380994,-32.427713173570666,0.09534035028928484,0.16181102395057678,0.31394103169441223,-0.15921932458877563,0.48907268047332764,0.15386654436588287,0.3661162555217743,-0.331847608089447,0.20613770186901093,0.3828098773956299,-0.06140723079442978,1090.1162109375,0.3203603154701794,28.098751055372087,0.0,0.0,46835.15474880078,24.7971305856618,14.01193618774414,8077.098451622468,25.345712552888056,15.583250045776367,61241.11988115838,77.98874236144809,12.794312477111816,2.788937568664551,1.5713138580322266,1.2176237106323242,0.0,,NOT_AVAILABLE,176.49494990716792,-21.576854616396336,66.51559321326918,-2.5363959219845618,3767.856689453125,3409.333251953125,4042.130126953125,0.4327000081539154,0.40139999985694885,0.6456000208854675,0.25200000405311584,0.16200000047683716,0.41269999742507935,,,,,,,210736105.0,65.115112,18.897176,50.5370600150358,50.3547735181239,50.7206474470713,478.106534697504,1.0,1.0,2MASS J04202761+1853499,4,STAR,1.0,0.0,3543.0,132.0,-212.0,5.04,0.13,-0.06,-0.046,0.2,-0.36,0.23,0.07,-0.07,0.23,0.08,-0.1,13.282,999999.0,JHK,N/A,N/A,0.0865446525175542,20.3105,2.788937568664551,0.7
15,29,50248991357476736,210742592,61.053855004998006,18.995613548909763,15.069968,0.002,16.853493,0.01,13.785378,0.01,18.721315967172078,0.10673722665471293,  128,     ,04 04 12.8,+18 59 44.5,04041279+1859445,15.29,0.18,0,3.0,det,0.8037,0.3163,0.0086,0,N,corr,0.8037,0.3427,0.002513,Y,N,0,,61.05333333333333,18.99569444444445,0.8037,Gaia DR2 50248991357476736,5.024899135747674e+16,2015.5,61.05385500499801,0.10001403699093322,18.99561354890976,0.05136242182713398,18.721315967172078,0.10673722665471291,175.3963165283203,108.76273436282423,0.2179314297735594,-26.13685741555603,0.11696436460273528,0.29217788577079773,0.12259820103645325,0.0029788799583911896,0.3215517997741699,0.141466423869133,0.23803701996803284,0.7397112846374512,0.3579738438129425,-0.08558233082294464,0.0794195607304573,1984.826416015625,0.545157585289348,55.64931509662976,0.0,0.0,17674.987254781365,7.437012172398588,15.069968223571777,2507.023739747337,12.277855872997396,16.853492736816406,24581.959604064898,36.3619190775788,13.785378456115723,3.0681142807006836,1.783524513244629,1.2845897674560547,0.0,,NOT_AVAILABLE,173.62174212755127,-24.36467204943463,62.75194510420106,-1.7473756002532372,3658.979736328125,3302.0,4344.06982421875,0.4580000042915344,0.26829999685287476,0.652999997138977,0.2718000113964081,0.10289999842643738,0.3497999906539917,,,,,,,210742592.0,61.053383,18.995722,53.3356867611963,53.0314791175548,53.6433417841439,450.241054358669,1.0,1.0,2MASS J04041279+1859445,4,STAR,1.0,0.0,3536.0,105.0,-84.0,5.01,0.05,-0.04,0.02,0.18,-0.12,0.26,0.04,-0.05,0.26,0.05,-0.06,15.294,999999.0,gri,N/A,N/A,0.08049171804627545,0.8037,3.0681142807006836,0.7
16,30,47247938791363200,210744677,61.586456425532724,19.027351706321284,14.523817999999999,0.002,16.344997,0.01,13.236041,0.01,18.724926526539726,0.1037928124846333,  138,     ,04 06 20.6,+19 01 38.9,04062060+1901391,13.63,0.22,0,2.5,det,0.4812,0.2485,0.009000000000000001,1,N,corr,0.4812,0.5901,0.0081875,Y,N,0,,61.58583333333333,19.027472222222226,0.4812,Gaia DR2 47247938791363200,4.72479387913632e+16,2015.5,61.58645642553272,0.09583720078230062,19.027351706321276,0.04795926037029586,18.724926526539726,0.1037928124846333,180.40676879882812,107.63597339504332,0.24757065943076906,-28.134548205613918,0.1305475087611319,0.22888235747814178,0.0817510113120079,0.04234543815255165,0.1937166005373001,0.029992295429110527,0.11188336461782455,0.424373596906662,0.0610489621758461,-0.005891591776162386,0.020969631150364876,1003.0531616210938,0.4895390202574444,38.79847941261985,0.0,0.0,29229.338957051637,17.461014912045844,14.523818016052246,4004.5731724370357,22.020674497086166,16.34499740600586,40771.003345925885,74.80446448340717,13.236041069030762,3.1089563369750977,1.8211793899536133,1.2877769470214844,0.0,,NOT_AVAILABLE,173.9734631223196,-23.975311626190088,63.2525285045418,-1.8123949391191476,3648.419921875,3375.25,3799.666748046875,,,,,,,,,,,,,210744677.0,61.586029,19.027508,53.3252415637435,53.0294959385858,53.6242450620941,453.108540831549,1.0,1.0,2MASS J04062060+1901391,4,STAR,1.0,0.0,3491.0,124.0,-55.0,5.04,0.05,-0.05,0.033,0.18,-0.12,0.24,0.04,-0.04,0.23,0.06,-0.05,13.631,999999.0,JHK,N/A,N/A,0.2483706431756306,0.4812,3.1089563369750977,0.7
17,31,47813500084423296,210744818,64.35531346502114,19.02977997098123,10.348603,0.0003,11.051074,0.002,9.570608,0.002,20.895614329070767,0.07681649216579398,  202,     ,04 17 25.1,+19 01 47.3,04172512+1901478,10.37,0.68,0,4.0,det,12.8433,0.1407,0.0117,1,N,corr,12.8433,0.4578,0.003904,Y,N,0,,64.35458333333332,19.029805555555555,12.8433,Gaia DR2 47813500084423296,4.78135000844233e+16,2015.5,64.35531346502113,0.06889853495324463,19.02977997098123,0.03501003898492145,20.895614329070764,0.07681649216579398,272.0198974609375,112.75037741091658,0.11761883413685832,-29.957522306318957,0.09649293337041734,0.11253803968429565,0.6062535047531128,-0.2560652494430542,-0.01207790058106184,-0.2039215862751007,-0.13056492805480957,-0.30474114418029785,0.11392904818058014,0.08563360571861267,0.48225611448287964,234.80699157714844,0.0,1.2487782190753103e-15,1.0,1.0,1367430.0222747463,733.1997409083192,10.348603248596191,524959.3112496667,630.08038184645,11.051074028015137,1192681.7381011054,1685.6959798962632,9.570608139038086,1.4804658889770508,0.7024707794189453,0.7779951095581055,38.02877173950534,0.2901409381679708,NOT_AVAILABLE,175.87853089182838,-22.031879774463437,65.82898020031573,-2.283432118749858,4439.0400390625,4368.55517578125,4519.15234375,0.28600001335144043,0.10750000178813934,0.5720999836921692,0.12600000202655792,0.06159999966621399,0.23399999737739563,0.6822544932365417,0.6582798361778259,0.7044479250907898,0.16283351182937622,0.1620788425207138,0.16358818113803864,210744818.0,64.354801,19.029909,47.7918289928506,47.6156969309591,47.9692455939264,471.653885600329,1.0,1.0,2MASS J04172512+1901478,4,STAR,1.0,0.0,4348.0,130.0,-156.0,4.7,0.06,-0.04,0.005,0.12,-0.12,0.59,0.04,-0.06,0.66,0.04,-0.07,10.368,999999.0,gri,N/A,N/A,0.003607473092360439,12.8433,1.4804658889770508,0.7
18,32,50427387118457984,210769813,60.065499379663564,19.4100043509596,14.703895999999999,0.002,16.441397,0.01,13.435529999999998,0.01,20.800346737312672,0.08047651530683812,  116,     ,04 00 15.5,+19 24 36.5,04001556+1924367,13.91,0.2,0,4.0,det,1.8626,0.897,0.009000000000000001,0,N,corr,1.8626,0.9168,0.009952,N,N,0,,60.06458333333333,19.410138888888888,1.8626,Gaia DR2 50427387118457984,5.042738711845798e+16,2015.5,60.06549937966356,0.07255487883009906,19.4100043509596,0.03952404182908932,20.800346737312672,0.08047651530683812,258.4648132324219,124.1362681447552,0.16011209932661774,-33.32295231828114,0.09455249758305491,0.316252201795578,0.2565164864063263,-0.1276506781578064,0.22172752022743225,0.18973742425441742,0.1987215280532837,0.49827221035957336,0.21598544716835022,0.0019010452087968588,0.19197219610214233,1747.913818359375,0.48909989976135604,50.618612614089095,0.0,0.0,24762.12926826258,13.908191065791147,14.703895568847656,3664.348789936701,11.263118268527545,16.441396713256836,33927.83704773692,35.270891184149384,13.435529708862305,3.0058670043945312,1.7375011444091797,1.2683658599853516,0.0,,NOT_AVAILABLE,172.58384364418146,-24.754227324107234,61.917381311770875,-1.1584466314139168,3928.110107421875,3698.33251953125,4283.490234375,0.40450000762939453,0.35190001130104065,0.6359999775886536,0.24799999594688416,0.20800000429153442,0.37299999594688416,,,,,,,210769813.0,60.064963,19.410132,48.0105436017473,47.8243618490924,48.1981546682563,448.802452290074,1.0,1.0,2MASS J04001556+1924367,4,STAR,1.0,0.0,3594.0,145.0,-145.0,5.0,0.09,-0.06,0.006,0.15,-0.18,0.27,0.05,-0.07,0.28,0.07,-0.09,13.906,999999.0,JHK,N/A,N/A,0.11761098358301118,1.8626,3.0058670043945312,0.7
19,33,50298125783225088,210771915,61.35751774012489,19.442011158524767,10.833858,0.0003,11.653789,0.002,9.98305,0.002,21.14350053934295,0.051652817968369236,  133,19082,04 05 25.6,+19 26 32.0,04052565+1926316,10.9,0.94,1,4.0,raw,13.914000000000001,0.5326,0.0094,0,N,corr,13.8499,0.6036,0.004843999999999999,Y,N,1,N,61.35666666666666,19.442222222222227,13.8499,Gaia DR2 50298125783225088,5.029812578322509e+16,2015.5,61.35751774012489,0.04666406713523368,19.44201115852477,0.021942134874756894,21.14350053934295,0.051652817968369236,409.3387756347656,122.0638010748072,0.09601913093986555,-32.656174104694685,0.05392753213839108,0.2303933948278427,0.512165367603302,-0.1471123844385147,0.013506474904716015,0.046302102506160736,0.14863064885139465,0.5825098156929016,-0.12415456026792526,-0.2123212218284607,0.2744428217411041,602.5632934570312,0.0,0.0,1.0,0.0,874587.5017350892,532.7202290397765,10.833857536315918,301328.3321709477,328.1884065094613,11.653788566589355,815732.8782833354,656.4182571159588,9.983050346374512,1.6707382202148438,0.8199310302734375,0.8508071899414062,37.57343283945246,0.2594881125706114,NOT_AVAILABLE,173.48065161227615,-23.849983610927577,63.11906290453694,-1.3642125464101742,4060.1298828125,3930.0,4193.009765625,0.43799999356269836,0.17749999463558197,0.8245999813079834,0.21400000154972076,0.08389999717473984,0.3569999933242798,0.7123103141784668,0.667878270149231,0.760263204574585,0.12422038614749908,0.12379994243383408,0.12464082986116409,210771915.0,61.356964,19.442162,47.2316099027621,47.1157958877271,47.3479845177658,455.173790125634,1.0,1.0,2MASS J04052565+1926316,4,STAR,1.0,1.0,4561.0,214.0,-300.0,2.91,1.79,-0.56,-0.047,0.16,-0.24,6.5,5.15,-5.98,0.97,0.5,-0.41,10.899,999999.0,gri,N/A,N/A,0.0388282203437557,13.8499,1.6707382202148438,0.7
20,37,63395989328447232,210865372,55.9468228974721,20.85994697571249,13.336599,0.002,14.837266,0.01,12.140936,0.002,22.088883138361982,0.06410096313550967,   78,     ,03 43 47.0,+20 51 36.4,03434706+2051363,13.38,0.32,0,2.5,det,12.3675,0.5442,0.0091,0,N,corr,12.3168,0.632,0.014581,Y,N,0,,55.94583333333333,20.860111111111113,12.3168,Gaia DR2 63395989328447232,6.339598932844723e+16,2015.5,55.94682289747211,0.056599321336018124,20.859946975712486,0.038860150280911845,22.088883138361986,0.06410096313550968,344.5951843261719,142.54959674398424,0.12001171112267635,-34.76494444385288,0.08758031704335861,0.27767112851142883,0.16848011314868927,-0.16467541456222534,0.10980211198329926,-0.10395731776952744,0.08581080287694931,0.3737330436706543,0.24443776905536652,0.001800989150069654,0.3079989552497864,595.42822265625,0.3110394414941782,24.06662569824098,0.0,0.0,87238.1771074577,70.73517927117527,13.336599349975586,16056.420098371049,82.73091124198697,14.837265968322754,111787.56229046106,312.3233826032052,12.140935897827148,2.6963300704956055,1.500666618347168,1.1956634521484375,0.0,,NOT_AVAILABLE,168.3952924778047,-26.423207835771517,58.44274782523598,1.0736579409488,3816.76513671875,3673.195068359375,3957.820068359375,0.4569999873638153,0.2160000056028366,0.7854999899864197,0.25699999928474426,0.12600000202655792,0.5009999871253967,,,,,,,210865372.0,55.946194,20.86007,45.2130033883393,45.081360561232,45.3454035528746,434.610078217846,1.0,1.0,2MASS J03434706+2051363,4,STAR,1.0,0.0,4710.0,148.0,-177.0,2.52,0.62,-0.17,-0.178,0.2,-0.24,10.37,1.41,-5.63,1.2,0.26,-0.32,13.38,999999.0,gri,N/A,N/A,0.13425485948276708,12.3168,2.6963300704956055,0.7
21,38,51730755074345088,210894955,58.904847206953285,21.31314265930123,15.706417000000002,0.002,18.088175,0.2,14.286435,0.01,34.68742594617263,0.13496177330064685,   98,     ,03 55 36.9,+21 18 48.1,03553690+2118482,14.59,0.13,0,5.0,raw,38.0683,0.2157,0.009000000000000001,1,N,sec ,0.7257,0.0902,0.0029935,Y,N,0,,58.90375,21.31336111111111,0.7257,Gaia DR2 51730755074345088,5.173075507434509e+16,2015.5,58.904847206953285,0.12667000690894933,21.31314265930123,0.06940091754595412,34.68742594617263,0.13496177330064685,257.01666259765625,206.09244961108436,0.26829655290245963,-60.47414424065036,0.17888100914139124,0.30134066939353943,0.06648028641939163,-0.08743840456008911,0.39383113384246826,0.12042703479528427,0.2623443603515625,0.5817331671714783,0.3786686956882477,-0.028370201587677002,0.09078332036733627,2023.4163818359375,0.7753824042526731,61.63333321859292,0.0,0.0,9835.117517901153,6.986655706677061,15.706417083740234,804.0536955121916,7.4891995213014155,18.08817481994629,15495.083953616124,24.986359276055495,14.2864351272583,3.8017396926879883,2.3817577362060547,1.4199819564819336,0.0,,NOT_AVAILABLE,170.25663953863813,-24.18903985544119,61.236092970132894,0.9252284094612142,3381.666748046875,3292.666748046875,3812.77001953125,0.3637000024318695,0.008899999782443047,0.5091000199317932,0.23430000245571136,0.011900000274181366,0.3280999958515167,,,,,,,210894955.0,58.903758,21.313414,28.8056517399674,28.6932557067046,28.9189160040254,457.14099985334,1.0,1.0,2MASS J03553690+2118482,4,STAR,1.0,1.0,3550.0,96.0,-948.0,5.01,0.06,-0.06,-0.005,0.12,-0.15,0.25,0.06,-0.11,0.24,0.07,-0.12,14.585,999999.0,JHK,N/A,N/A,0.46022721341151696,0.7257,3.8017396926879883,0.7
22,39,53257461329357312,210941195,59.809805370747746,22.043667578055164,12.076345,0.0003,13.277638,0.01,11.005822,0.002,24.631610470248972,0.05021229064593435,  109,     ,03 59 14.1,+22 02 37.8,03591417+2202380,13.36,0.46,0,4.5,det,20.5888,0.3876,0.0092,1,M,corr,20.7309,0.6087,0.001973,Y,N,0,,59.80874999999999,22.043833333333332,20.7309,Gaia DR2 53257461329357312,5.325746132935731e+16,2015.5,59.809805370747746,0.045274816905320814,22.04366757805516,0.02418740029641039,24.63161047024897,0.05021229064593435,490.5494384765625,148.4837283357591,0.09380559286937373,-43.928374023757854,0.0595894087891939,0.34433382749557495,0.36400026082992554,-0.10176058113574982,0.2280476689338684,0.1232006773352623,0.3126363158226013,0.5952821969985962,0.09534935653209686,-0.12855249643325806,0.3336869776248932,1198.8114013671875,0.08338987082944016,3.9971203993108544,1.0,0.0,278489.0688319945,90.16046360645417,12.076345443725586,67530.50431346576,110.0603630548636,13.27763843536377,318008.8766940149,323.403038901765,11.00582218170166,2.2718162536621094,1.2012929916381836,1.0705232620239258,34.40603564576229,0.31787264206557264,NOT_AVAILABLE,170.34608061147944,-23.078122523404662,62.207919708405505,1.4700435858164027,3974.393310546875,3760.133544921875,4071.739990234375,0.43799999356269836,0.16300000250339508,0.8414999842643738,0.22599999606609344,0.08900000154972076,0.4359999895095825,,,,,,,210941195.0,59.809121,22.043849,40.550818220584,40.4677981146377,40.6341735876985,467.750990955197,1.0,1.0,2MASS J03591417+2202380,4,STAR,1.0,0.0,3809.0,92.0,-92.0,4.91,0.04,-0.04,-0.024,0.1,-0.08,0.37,0.04,-0.03,0.41,0.05,-0.04,13.363,999999.0,gri,N/A,N/A,0.03304354706948657,20.7309,2.2718162536621094,0.7
23,41,52798209065854848,210963067,63.197895395339174,22.390672743599094,14.386445000000002,0.002,16.013325,0.01,12.95883,0.002,17.968213235732144,0.4796702572217853,  166,     ,04 12 47.3,+22 23 27.0,04124734+2223270,14.72,0.24,0,2.0,det,1.8443,0.2541,0.0095,0,N,corr,1.8443,0.5698,0.0087525,Y,M,0,,63.19708333333333,22.39083333333333,1.8443,Gaia DR2 52798209065854848,5.279820906585485e+16,2015.5,63.19789539533917,0.44865852818895485,22.390672743599097,0.23557159871596436,17.968213235732144,0.47967025722178525,37.459510803222656,120.76390316655159,0.8259406076449028,-42.932134808110774,0.6331426061729155,-0.11175263673067093,0.420000284910202,-0.13716019690036774,0.2600456774234772,-0.23120029270648956,0.08756810426712036,-0.18823696672916412,0.22909589111804962,0.19349250197410583,0.054549384862184525,25537.634765625,2.60236415478832,1275.0934639395948,0.0,0.0,33171.73129106421,166.85693575177848,14.386445045471191,5435.321307453574,55.27890735184435,16.013324737548828,52630.31466850471,147.1607167689052,12.958829879760742,3.054494857788086,1.6268796920776367,1.4276151657104492,0.0,,NOT_AVAILABLE,172.42354346157433,-20.580181994587704,65.35410854176017,1.2153937319327042,4001.45751953125,3275.0,4769.830078125,,,,,,,,,,,,,210963067.0,63.197352,22.390821,55.6388221285573,54.1804350581261,57.1764186507049,490.565682782488,1.0,1.0,2MASS J04124734+2223270,4,STAR,1.0,0.0,3458.0,41.0,-69.0,5.05,0.04,-0.04,0.052,0.12,-0.1,0.22,0.03,-0.03,0.22,0.04,-0.04,14.723,999999.0,gri,N/A,N/A,0.14605676398482262,1.8443,3.054494857788086,0.7
24,44,65502206932420224,211026112,59.86149966105374,23.385257124042287,14.676657,0.002,16.460695,0.01,13.397476999999999,0.01,22.40821667959589,0.09822465466972688,  113,     ,03 59 26.6,+23 23 07.6,03592659+2323077,13.8,0.19,0,5.0,det,1.3183,0.628,0.0096,0,N,corr,1.3183,0.6633,0.0045545,N,N,0,,59.86083333333333,23.385444444444445,1.3183,Gaia DR2 65502206932420224,6.550220693242022e+16,2015.5,59.86149966105374,0.09473921561998752,23.385257124042287,0.04146382215883081,22.40821667959589,0.09822465466972688,228.13230895996094,133.2057848065938,0.1682401769399618,-43.93241885651675,0.10193072808098799,-0.027232257649302483,0.48294803500175476,-0.12827999889850616,0.00145444693043828,-0.08405672013759613,0.10305292159318924,0.4682020843029022,0.13535907864570618,-0.1505625694990158,0.06398225575685501,1719.047119140625,0.5145834862026888,52.97495733319808,0.0,0.0,25391.232090763246,12.763824040985313,14.676656723022461,3599.789393235561,14.576900398729757,16.460695266723633,35138.00617757902,75.83921093114074,13.397477149963379,3.063218116760254,1.7840385437011719,1.279179573059082,0.0,,NOT_AVAILABLE,169.3587510622083,-22.092658887052075,62.52320408113921,2.774985204485764,3642.93994140625,3291.0,4305.2998046875,0.4580000042915344,0.2590000033378601,0.6492999792098999,0.2718000113964081,0.08889999985694885,0.3529999852180481,,,,,,,211026112.0,59.860904,23.385442,44.5704368422351,44.3746919008774,44.7678853827373,479.008040883676,1.0,1.0,2MASS J03592659+2323077,4,STAR,1.0,0.0,3575.0,141.0,-113.0,5.0,0.08,-0.06,0.006,0.15,-0.18,0.27,0.06,-0.06,0.27,0.08,-0.09,13.798,999999.0,JHK,N/A,N/A,0.09767968895455961,1.3183,3.063218116760254,0.7
25,48,53942250914697472,211049709,62.151440472431105,23.76842473571185,9.189675,0.0003,9.671883,0.002,8.580086,0.002,21.04548296917407,0.05501344730493487,  148,     ,04 08 36.2,+23 46 07.0,04083620+2346071,10.27,0.9,0,6.0,det,9.3908,0.9522,0.0102,0,N,corr,9.3908,0.9553,0.0099945,Y,Y,0,,62.15083333333333,23.768611111111113,9.3908,Gaia DR2 53942250914697472,5.394225091469747e+16,2015.5,62.151440472431105,0.06178622870989977,23.768424735711847,0.029381457112792473,21.04548296917407,0.05501344730493487,382.5516052246094,119.62857325726392,0.15064408356228476,-43.26938475117954,0.09468979724105955,-0.2614128291606903,0.2392600029706955,-0.017987631261348724,-0.19860275089740753,-0.18724197149276733,-0.18126726150512695,-0.12431415170431137,0.04932153597474098,0.18577039241790771,-0.37236809730529785,207.09075927734375,0.0,0.0,1.0,0.0,3976273.459013656,3032.1026302374653,9.189675331115723,1869829.9051333677,4642.232597664131,9.671882629394531,2969844.2980214087,5785.368523384976,8.580085754394531,1.091796875,0.4822072982788086,0.6095895767211914,36.04557053062061,0.6162705103233943,NOT_AVAILABLE,170.64951126666725,-20.330892345599672,64.65893224241127,2.745835319425819,5051.10009765625,5008.0,5116.76318359375,0.016499999910593033,0.00800000037997961,0.24549999833106995,0.00930000003427267,0.0034000000450760126,0.11240000277757645,0.8126972913742065,0.7919725179672241,0.8267460465431213,0.38734346628189087,0.3859529495239258,0.38873398303985596,211049709.0,62.150884,23.768613,47.4513647942225,47.3268861118496,47.5764883165213,497.615072806532,1.0,1.0,2MASS J04083620+2346071,4,STAR,1.0,1.0,5356.0,167.0,-200.0,4.52,0.06,-0.67,-0.034,0.15,-0.27,0.87,1.29,-0.09,0.9,0.1,-0.05,10.273,999999.0,gri,N/A,N/A,0.022048015442777895,9.3908,1.091796875,0.7
26,50,66895941000532736,211137806,58.178604237181425,25.207022562601964,16.261477,0.002,18.181225,0.2,14.930154000000002,0.01,9.46179604132785,0.12794393081077482,   87,     ,03 52 42.7,+25 12 26.2,03524271+2512260,15.35,0.13,0,3.0,det,14.3802,0.5712,0.0102,0,N,corr,14.3802,0.717,0.014247,Y,N,0,,58.17791666666666,25.207277777777772,14.3802,Gaia DR2 66895941000532736,6.689594100053274e+16,2015.5,58.17860423718143,0.11935566571951758,25.207022562601956,0.0460185338631127,9.46179604132785,0.12794393081077482,73.95267486572266,133.25363252784962,0.19869163985895807,-48.26428185586707,0.13047638922029403,0.18550589680671692,0.5345766544342041,-0.04931282624602318,0.07466036081314087,0.1277027130126953,0.1089494451880455,0.48148947954177856,0.27383920550346375,-0.04863133281469345,0.0900423526763916,908.817626953125,0.5160943468988457,18.610693415899583,0.0,0.0,5898.6887746465045,6.363451197431613,16.261476516723633,738.0158796674782,13.642587896718327,18.181224822998047,8564.591125793475,20.4649683264274,14.930153846740723,3.251070976257324,1.919748306274414,1.3313226699829102,0.0,,NOT_AVAILABLE,166.80541841858843,-21.8396726144718,61.39335471179469,4.872702457315022,3957.77490234375,3635.793212890625,4284.169921875,1.4544999599456787,1.0319000482559204,1.9042999744415283,0.8486999869346619,0.5960000157356262,0.9710999727249146,,,,,,,211137806.0,58.177972,25.20723,105.399364847054,103.986040138418,106.850931683558,481.254636174859,1.0,1.0,2MASS J03524271+2512260,4,STAR,1.0,0.0,3444.0,133.0,-160.0,5.07,0.07,-0.06,0.014,0.15,-0.18,0.21,0.05,-0.04,0.2,0.06,-0.05,15.35,999999.0,JHK,N/A,N/A,0.006258641353300694,14.3802,3.251070976257324,0.7
